window,track,title,platform,author,identity_confidence,evidence_urls,channel_raw,coarse_genre,official_blurb,reader_synopsis,trope_tags,one_liner,name_conflict,not_found,corpus_folder_ptr,ledger_kind,origin,authority,source_report,ingested_at
w02,ST-001,从神探李元芳开始,起点中文网,兴霸天,高,证据见书页。,历史。,穿成李元芳后，一边破案一边改历史。,摘录“穿越李元芳，神探竟是我自己。”,主角直接穿成李元芳，这就决定了他开局不是无名之辈，而是站在狄仁杰故事圈里的人物。主冲突也很清楚：一边要靠破案、查凶、保命应对历史与权力局，一边又会因为穿越视角让原本的故事线发生偏转。看点就是“神探李元芳”这个经典形象，被重新拿来做一条历史破案成长线。,历史穿越｜简介先给穿越李元芳｜高｜依据类型＝简介；探案｜题名与简介都明确神探路线｜高｜依据类型＝简介；狄仁杰宇宙改写｜简介提到身边有狄胖胖｜高｜依据类型＝简介。,经典历史角色再开一局。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从红月开始,起点中文网,黑山老鬼,高,证据见书页与搜书页。,科幻。,红月降临后的精神污染末世。,摘录“红月亮出现在天上的那一刻开始，全世界的人都成了疯子。”,这本开局一句话就把气氛立住了：红月出现后，世界疯了。主角看起来像普通人，但他在这个精神污染遍地的世界里显得并不普通。主冲突就是他得在疯子、污染源、城市秩序和自己“家庭”般诡异的环境里活下去、查下去。读感是悬疑、废土、异能和精神污染混搭，不是传统硬科幻。,精神污染｜新华网稿明确点题精神污染｜高｜依据类型＝书评；废土气质｜红月后秩序崩坏、城市调查队氛围明显｜中｜依据类型＝书评；诡异科幻｜频道是科幻，但核心恐怖感与怪谈味很重｜高｜依据类型＝书页。,诡异感非常强的都市废土。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从红海行动开始的文娱,起点中文网,ERROR不能用,高,证据见书页与书友页。,军事。,军旅动作片世界观起步、一路串进文娱混合宇宙。,摘录“主角因为一次飞机失事穿越了……”,主角因飞机失事穿越，后来发现自己来的不是单一现实，而是一个把多部影视设定揉在一起的混合世界。开局冲突先落在生存和任务层面，但随着世界观铺开，故事逐渐往动作、军旅、文娱交叉的方向走。说白了，它不是纯军事文，也不是纯娱乐文，而是拿《红海行动》这类硬派动作片气质做起点。,影视综宇宙｜简介直接说“集合了……”｜高｜依据类型＝简介；军事底色｜频道标军事，起步取材红海行动｜高｜依据类型＝书页；文娱混合｜书名直接点文娱｜高｜依据类型＝书页。,文娱题材里混进硬派动作感。,作者名较怪，但页面一致显示为“ERROR不能用”。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从美恐开始肝经验,起点中文网,纳塔那埃尔,高,证据见书页与QQ镜像。,诸天无限／诸天。,美恐片单大乱炖的熟练度成长文。,摘录“美利坚民风淳朴，弗罗里达更是人才辈出。”,主角卢克穿进一个由大量美式恐怖片元素组成的世界，身边全是变态杀人魔、畸形家族、丧尸、恶魔之类东西。好在他有熟练度面板，能靠“肝经验”把自己一点点练起来。开局冲突就是：别人进恐怖片是被追着杀，他得在连续不断的恐怖世界里把经验刷出来，活成反过来清场的人。,美恐同人／衍生｜书名与简介列了大量经典恐怖IP｜高｜依据类型＝简介；熟练度面板｜简介直写熟练度面板｜高｜依据类型＝简介；诸天串场｜频道直标诸天｜高｜依据类型＝书页。,把美恐片单当经验副本刷。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从肉体凡胎到粉碎星球,起点中文网,乘风御剑,高,证据见书页与搜书页。,玄幻。,从肉身苦修一路打到超高武上限。,摘录“哪有什么常胜无敌？哪有什么至强不败？”,这本不是一开始就给你“天命之子平推”，反而先强调没有永远第一。主角要从最普通的肉体凡胎起步，靠战斗、磨炼和突破一路往上打，直到武力层级夸张到“粉碎星球”。开局冲突就是弱者如何在残酷竞争里站稳，后面则是不断逼近人类力量上限。,高武升级｜书名直接给出力量跨度｜高｜依据类型＝书页；无敌流倾向｜问书页点到无敌流元素｜中｜依据类型＝书页；肉身修行｜标题核心就是从肉体凡胎起步｜高｜依据类型＝书页。,典型乘风御剑系“战斗上限不断抬高”。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从赘婿开始建立长生家族,起点中文网,天弦画柱,高,证据见书页与作者页。,仙侠。,赘婿身份切入的多子多福修仙家族文。,摘录“陆长生穿越仙侠世界，成为一个仙门落选的农户少年。”,陆长生穿到仙侠世界，但第一步没进仙门，只能以农户少年身份求活。之后他带着“多子多福”系统，入赘修仙家族，从最边缘的位置开始经营。开局最大的冲突不是打怪，而是身份低、资源差、又要在家族与修行之间找到自己的路。随着子嗣、资源和家族势力扩张，故事也越写越大。,家族修仙｜书名直给长生家族｜高｜依据类型＝书页；赘婿流｜书名与作者页都写入赘修仙家族｜高｜依据类型＝简介；多子多福系统｜作者页明确写只要开枝散叶便可获得奖励｜高｜依据类型＝简介。,把“多子多福”真正写到家族经营上。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从零开始,起点中文网,雷云风暴,高,证据见书页。,游戏。,老牌超长篇网游经营冒险文。,摘录“想要让游戏币兑换现实货币，那就一定要有一个强大的势力作后盾。”,这本是老牌网游文思路：主角不是单纯在线上打怪升级，而是把游戏世界和现实利益强绑定。开局冲突说白了就是想在游戏里挣钱、做大，就不能只当独狼，必须把势力、资源、战争、经营一整套都拉起来。所以它读起来不像现在的轻量快节奏游戏文，更像一部长线网游史诗。,网游文｜页面直标游戏｜高｜依据类型＝书页；势力经营｜简介核心是靠势力支撑利益兑换｜高｜依据类型＝简介；超长篇｜三千多章的老牌长篇｜高｜依据类型＝书页。,老网游文代表作之一。,与日轻《Re:从零开始的异世界生活》完全不是一回事。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,从魔法少女开始独断万古,起点中文网,绿茶藨子,高,证据见书页与QQ阅读。,轻小说。,魔法少女体系硬拐到修真大道上的抽象成长文。,摘录“十年网文老书虫，江思和其他人不一样……”,江思是那种看网文看到入脑的人，心里一直认定“世界上只要有超凡力量，就一定能走出修真大道”。结果他真穿了，落到一个有魔法少女的世界。开局冲突就是：世界有超凡，但不是他熟悉的那套；要不要接受变身、接受不同体系？主线则是他硬把魔法少女力量往“独断万古”的修真方向掰。,魔法少女｜题名与简介都直给｜高｜依据类型＝简介；穿越｜评介与简介都写穿越后世界｜高｜依据类型＝简介；体系混搭｜修真目标+魔法少女力量体系混合｜高｜依据类型＝简介。,脑回路很野的混搭文。,另有近似书名《变身：从魔法少女开始独断万古》，需区分。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,他从天外归来,起点中文网,最后的茄子,低,可核到多处二手索引都指向“起点目录/作者最后的茄子”，但这次没有捞到稳定的原始书页。,二手索引显示为玄幻／异世大陆。,科技大帝回归地球，对修炼体系进行降维打击。,**缺官方简介**。这次只核到二手索引中的简介片段，没拿到稳定原发页。,李毅失踪三天，却在另一个高科技位面待了三千万年，再回来时已经掌握毁天灭地的科技力量。开局冲突很直接：原世界的人还在练武、修仙、讲神怪，他却想用科技把这整套体系压过去。故事核心不是普通回归都市，而是“超高位文明回头碾压旧世界规则”。,都市回归｜简介就是失踪后归来｜中｜依据类型＝书评；科技碾压修炼｜二手简介明确写“科技才是第一生产力”｜中｜依据类型＝书评；异世大陆/玄幻｜二手索引写成起点玄幻异世大陆｜中｜依据类型＝书评。,修仙世界遇到“科技大帝回村”。,书名与作者能在多处二手索引对上，但原发页未稳拿到，**需认亲**。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙业,起点中文网,鹓扶君,高,证据见书页与QQ镜像。,仙侠｜古典仙侠。,气质偏古典、世界架构很大的长生修仙文。,摘录“梦从海底跨枯桑，阅尽银河风浪。”,这本一开口就是古典仙侠味：九州四海、玄宗魔门、天人外道、净土僧伽全摆出来。主角不是在很窄的小地方挣扎，而是被放进一个体系特别大的修行世界里。开局冲突更多是“在大世界修行秩序里找自己的长生路”，不是快餐爽点型。读者要的是世界感、修行味和长线铺陈。,古典仙侠｜频道明写古典仙侠｜高｜依据类型＝书页；大世界观｜简介同时铺九州四海、玄宗魔门等多体系｜高｜依据类型＝简介；长生求道｜简介结尾直写“只愿求长生”｜高｜依据类型＝简介。,很讲世界气口的一本古典仙侠。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙人就该是这样,起点中文网,真费事,高,证据见书页与作者页。,仙侠。,现实/幻想边界打架的修仙文。,摘录“一个时日无多的顶级富豪，有一个得了重度幻想症的独子。”,这本开局挺特别，不是直接上山修仙，而是先把“重度幻想症患者”这个现实标签扔出来。患者坚信自己能穿越古今、找玄妙变数得道成仙，于是故事的核心冲突就变成：他到底是疯了，还是世界真的有仙路？读者读的时候，会被不断拽着去怀疑现实和修仙哪边才是真的。,现实/修仙边界模糊｜简介故意先压幻想症设定｜高｜依据类型＝简介；修仙悬疑感｜“到底是不是疯了”就是第一层钩子｜中｜依据类型＝简介；反常规开局｜不是传统拜师开局｜高｜依据类型＝简介。,先把“你是不是疯了”这层皮套上。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙人消失之后,起点中文网,风行水云间,高,证据见书页与分享页。,仙侠｜幻想修仙。,仙人退场后的神魔乱世冒险。,摘录“三千年前，天魔降临。仙人出手，胜而逐之……”,世界观很抓人：三千年前仙人打退天魔，后来灵气衰弱，仙人消失，结果天魔反倒化身神明在人间混。主角活在这样一个“真仙没了，伪神当道”的时代。开局冲突就不是普通修行难，而是整个世界的秩序已经烂掉了，得在人间、神明、天魔和旧时代遗产之间找活路、找真相。,后仙人时代｜书名与简介完全一致｜高｜依据类型＝简介；剧情流｜页面标签直写剧情流、故事流、无系统｜高｜依据类型＝书页；乱世冒险｜天魔化神、灵气衰弱意味着秩序混乱｜高｜依据类型＝简介。,设定一看就知道世界观很能打。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙子别怕，我是瞎子,起点中文网,忽公子,高,证据见书页与QQ镜像。,仙侠｜幻想修仙。,带一点污浊诡异味的仙侠后宫冒险。,摘录“好消息：穿越了！还有一个强大师尊！”,游苏穿越后最大的麻烦不是穷，而是先天目盲，师尊又跑路，宗门只剩烂摊子给他收拾。更麻烦的是，他后来突然恢复视力，却看见师妹、师娘和这个世界背后的东西都不太对劲——仙子外皮下甚至可能是污浊血肉。开局冲突就是：你看不见时能活，真看见之后反而更危险。,盲人主角｜书名与简介都明写瞎子｜高｜依据类型＝简介；诡异修仙｜简介直接写污浊、铜绿黏液、肮脏血肉｜高｜依据类型＝简介；后宫向｜外部书评普遍按后宫文阅读｜中｜依据类型＝书评。,把“看见真相更糟”这一刀捅得挺狠。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙子，请听我解释,起点中文网,弥天大厦,中,当前公开检索里，老书名大量映射到现书名《望长天》，作者、主角、简介主干一致。,仙侠｜幻想修仙。,反派视角切入的大炎皇朝权相修仙文。,摘录“大炎皇朝国祚一千三百余年。皇帝病危，太子监国……”但当前起点公共入口更多以《望长天》展示。,主角许元一醒来就在大炎皇朝的深山雨夜里，身份不是常规正派，而更像原本的高位反派。开局冲突是皇帝病危、太子监国、仙门盘踞、权相乱朝，整个朝局已经烂成一锅粥；而他自己又在局中央。故事重点不只是修炼，还包括权谋、身份反转和与仙子们的高压关系线。,皇朝权谋｜简介核心就是病危皇帝、太子监国、权相乱朝｜高｜依据类型＝简介；反派视角感｜多处介绍都说许元像从游戏BOSS到最终BOSS｜中｜依据类型＝书页；仙侠幻想修仙｜起点映射页直标频道｜高｜依据类型＝书页。,仙侠权谋里很出圈的一本。,**需认亲**。当前起点公开检索已明显把《仙子，请听我解释》映射到《望长天》，我按“同书更名/映射”处理。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙工开物,起点中文网,蛊真人,高,证据见书页。,仙侠。,机关仙宫、心魔佛印、机关术修仙。,摘录“火山中，先贤大能遗留的机关仙宫，渴望着后继者。”,主角宁拙不是单纯拿剑砍天的路线，他的核心资源是机关仙宫宝印，以及和机关术、心印体系相关的一整套东西。开局冲突非常明确：母亲拼死把仙宫宝印留给他，他得接住这份传承，也得扛住围绕它来的风险。故事推进更重“机关、秘宝、心魔佛印、继承资格”这些设定。,机关修仙｜官方简介直接写机关仙宫、驭机关｜高｜依据类型＝简介；传承争夺｜简介有“遗留仙宫渴望后继者”｜高｜依据类型＝简介；秘印体系｜我佛心魔印是核心设定之一｜高｜依据类型＝简介。,蛊真人这次冲的是机关体系。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙朝鹰犬,起点中文网,平层,高,证据见书页。,玄幻。,仙朝官僚体系里的探案/缉杀/权谋玄幻。,摘录“大禹仙朝，千年传承。明君在位，悍臣满朝。”,故事舞台不是山门，而是“大禹仙朝”这种国家机器。主角在这样的仙朝秩序里活动，既要面对神魔窥伺、妖孽潜行，也要在朝堂和权力执行系统里活下去。开局冲突放在盛世外表和暗流涌动之间，所以它不只是打怪修仙，还有很明显的官场执行者视角。,仙朝官场｜题名与简介都直指国家机器｜高｜依据类型＝简介；神魔妖孽｜简介明写神魔窥伺、妖孽潜行｜高｜依据类型＝简介；权谋感｜“鹰犬”天然带执行线与权力味｜中｜依据类型＝简介。,修仙世界里的“缉事鹰犬”视角。,未核出显著同名冲突；第三方百科把作者写成梦入神机，与书页不符，应以书页“平层”为准。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙灵妖神记,起点中文网,紫薇大帝,高,证据见书页与QQ阅读。,仙侠。,洪荒神妖大盘面的古典仙侠。,缺官方简介整段；公开可见原页主要核到作者、平台、更新与章节信息。,从章节名和平台归类看，这本明显不是都市轻修仙，而是神妖、洪荒、准圣、本源、气运之宝这一挂的古典仙侠大盘面。读者进来大概率是看神妖势力、洪荒背景和高阶修炼博弈。开局具体切口公开页不够全，但能确定它走的是“仙灵、妖族、神话体系”交织的长线故事。,洪荒神妖｜章节名里直接出现玄冥、商羊、准圣等洪荒系名词｜中｜依据类型＝书页；古典仙侠｜QQ阅读镜像与起点页都归仙侠｜高｜依据类型＝书页；长篇连载｜500+章量级｜高｜依据类型＝书页。,偏洪荒神妖味。,与《妖神记》之类近名作品容易串，但本书原书名确为《仙灵妖神记》。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙秦多元宇宙帝国,起点中文网,熊二先生,高,证据见书页。,诸天无限。,拿嬴政做主轴的多元宇宙帝国文。,摘录“政哥牛逼！这是一个政哥偶获大罗天碎片……”,这本核心就一件事：让嬴政带着外挂去把大秦从单一历史王朝，往“仙秦多元宇宙帝国”方向推。开局冲突不是普通历史改命，而是政哥拿到大罗天碎片以后，怎样把帝国力量一路扩展到多元宇宙层面。看点是秦帝国、诸天、世界征伐和帝国机器升级。,政哥主轴｜简介直接写政哥｜高｜依据类型＝简介；诸天帝国流｜频道是诸天无限，书名是多元宇宙帝国｜高｜依据类型＝书页；大秦扩张｜书名和简介都锁仙秦帝国发展｜高｜依据类型＝简介。,喜欢“始皇帝开诸天征服局”的会对味。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙笼,起点中文网,布谷聊,高,证据见书页与搜书页。,仙侠。,气质古怪、意象很浓的古典仙侠。,摘录“这凤池龙阁林，我曾做黄粱梦，将五千年兴衰看饱。”,这本开场不是直白报菜名，而是先用一串非常有味道的意象把你拉进世界里。它更像那种讲气口、讲命数、讲人间与仙路错位感的古典仙侠。开局冲突不是一眼看完的“宗门欺凌”，而是主角余列要从乱象、幻梦和天下大势里往上挣。适合吃文风和世界气氛的读者。,古典仙侠气口｜文案意象非常浓，明显不是白描爽文｜高｜依据类型＝简介；黄粱/幻梦意象｜简介直写黄粱梦、兴衰看饱｜高｜依据类型＝简介；长线命运流｜从文案和完结长篇体量看，不是短线快餐｜中｜依据类型＝书页。,读它更多是吃味道。,检到若干近名书，但《仙笼》原页可直认。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙者,起点中文网,忘语,高,证据见书页与搜书页。,仙侠。,香火、神念与修行桎梏并行的忘语系仙侠。,摘录“手托一尊香炉，燃起一炷香。”,香炉、一炷香、神念通天，这本一开口就把修行方法和气质定住了。主角走的不是最常见的剑修模板，而是和香火、神念、感应天地更相关的路数。开局冲突就是：在世间种种桎梏里，怎么通过这一套修行方法走成“仙者”。看点在体系感和忘语一贯的修仙推进。,忘语系修仙｜作者即忘语，频道仙侠｜高｜依据类型＝书页；神念修行｜简介明写神念通天彻地｜高｜依据类型＝简介；香火感应｜香炉与一炷香是关键意象｜高｜依据类型＝简介。,忘语的新体系修仙。,未核出显著同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w02,ST-001,仙逆,起点中文网,耳根,高,证据见书页与简介页。,仙侠。,经典逆修路数的长篇修仙。,摘录“顺为凡，逆则仙，只在心中一念间……”,王林这条线属于很多读者心里的经典修仙模板：资质、命运、宗门、仇怨、心性全被逼到极限，然后一路“逆”上去。开局不是天才爽开，而是普通少年被现实按在地上摩擦，必须逆着走才能修成仙。主冲突就是凡与仙、人心与大道、顺势与逆命之间的硬碰硬。,经典修仙｜老牌名作，页面定位非常明确｜高｜依据类型＝书页；逆修｜核心文案就是顺凡逆仙｜高｜依据类型＝简介；苦修成长｜王林线公认是硬吃苦路子｜中｜依据类型＝简介。,很多人心里“逆天修仙”的代表。,衍生同人很多，但原著本体可直认。,,未知。,survey_not_ledger,deep_research,non_authoritative,w02_shallow50.md,2026-07-18T14:03:06+08:00
w03,ST-001,仙遁,起点中文网,蛇吞鲸,高,证据：起点条目、QQ阅读页。,仙侠｜修真文明。**粗题材**：普通宗门弟子捡到失传巫族功法后，一路卷入修行界巨变的老派升级修仙。,普通宗门弟子捡到失传巫族功法后，一路卷入修行界巨变的老派升级修仙。,孔焯本是一个普通的罗孚弟子，平生最大的愿望便是混吃长生……一次下山祭祖便得了早已绝传了数万年的正宗巫族修行法门大日琉璃金身诀……修行界有史以来最大的意外与奇迹便诞生了。,开局是罗孚宗小弟子孔焯，本来只想混日子混到长生，结果下山祭祖时意外拿到失传巫法。说白了就是一个“本想苟，结果一路开机缘”的故事：功法、法宝、剑术接连到手，人也被卷进中土修行界的大变局里，主冲突是他怎么靠新得到的力量，在越来越凶险的修行秩序里活下来、站上去。**细标签**：凡人起步｜“普通弟子”开局｜高｜简介；机缘升级｜巫族功法改变命运｜高｜简介；宗门修仙｜罗孚弟子身份明确｜高｜书页。**一句话卖点**：老派仙侠里很典型的“捡功法改命”。,凡人起步｜“普通弟子”开局｜高｜简介；机缘升级｜巫族功法改变命运｜高｜简介；宗门修仙｜罗孚弟子身份明确｜高｜书页。**一句话卖点**：老派仙侠里很典型的“捡功法改命”。,老派仙侠里很典型的“捡功法改命”。,未见明显同名主书冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w03_shallow50.md,2026-07-18T14:26:46+08:00
w03,ST-001,仙道尽头,起点中文网,怕辣的红椒,高,证据：起点条目、QQ阅读页。,仙侠｜幻想修仙。**粗题材**：穿越到怪诞仙侠世界后，被牛、仙女、婚约和矿坑生活一起推着走的轻怪诞修仙。,穿越到怪诞仙侠世界后，被牛、仙女、婚约和矿坑生活一起推着走的轻怪诞修仙。,说话的牛，偷衣的我，被迫成亲的仙女。看着这一切，刚刚穿越过来的江满感觉莫名的熟悉。,江满刚穿越，迎面就撞上一串很离谱的事：会说话的牛、偷衣服的自己、被迫成亲的仙女，整个世界既像神话又像怪谈。开局不是爽点砸脸，而是“这地方到底什么路数”的陌生感。主冲突在于江满一边摸清这个怪诞修仙世界的规则，一边被婚约、身份和各种外部事件推着往前走。**细标签**：怪诞仙侠｜牛会说话、仙女婚约设定明显｜高｜简介；穿越流｜“刚刚穿越过来的江满”直写｜高｜简介；轻喜感｜开场叙述带错愕和反差｜中｜书页。**一句话卖点**：开局气质很怪，很像把神话笑点和修仙世界缝到一起。,怪诞仙侠｜牛会说话、仙女婚约设定明显｜高｜简介；穿越流｜“刚刚穿越过来的江满”直写｜高｜简介；轻喜感｜开场叙述带错愕和反差｜中｜书页。**一句话卖点**：开局气质很怪，很像把神话笑点和修仙世界缝到一起。,开局气质很怪，很像把神话笑点和修仙世界缝到一起。,未见明显主书冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w03_shallow50.md,2026-07-18T14:26:46+08:00
w03,ST-001,以一龙之力打倒整个世界！,起点中文网,唐宋元明氢,高,证据：起点条目、QQ阅读页。,轻小说。**粗题材**：转生成龙，在强敌遍地的异世界靠龙躯和进化一路碾过去。,转生成龙，在强敌遍地的异世界靠龙躯和进化一路碾过去。,钢铁为鳞，烈焰铸骨。红龙和铁龙的血脉在我体内交织融合……若整个世界与我为敌，我便以一龙之力燃烧这个世界，然后统治它的灰烬。,主角一上来就不是人，是龙，而且还是红龙与铁龙血脉混融的强力模板。开局核心不是“入门修炼”，而是“怎么以龙的身份在异界站稳并持续进化”。主冲突很直白：天生强，但敌人和世界规则也硬，于是故事一路围着成长、猎杀、进化和征服展开，调性偏中二热血。**细标签**：转生成龙｜龙躯血脉直接写明｜高｜简介；异世界升级｜“整个世界与我为敌”是典型推进框架｜高｜简介；轻小说中二燃｜书名和简介都很强攻姿态｜高｜书页。**一句话卖点**：龙傲天，而且是真的龙。,转生成龙｜龙躯血脉直接写明｜高｜简介；异世界升级｜“整个世界与我为敌”是典型推进框架｜高｜简介；轻小说中二燃｜书名和简介都很强攻姿态｜高｜书页。**一句话卖点**：龙傲天，而且是真的龙。,龙傲天，而且是真的龙。,未见明显主书冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w03_shallow50.md,2026-07-18T14:26:46+08:00
w03,ST-001,以神通之名,起点中文网,猪心虾仁,高,证据：起点条目、QQ阅读衍生页。,都市。**粗题材**：大灾变后的末世都市超凡文，主角在仅存的人类秩序里以“神通”体系行动。,大灾变后的末世都市超凡文，主角在仅存的人类秩序里以“神通”体系行动。,农历3230年大灾变爆发，人类从世界霸主位置跌落，神州成为人类最后的自留地。3255年，武侯陆昭正在接受调查……,这本不是传统现代都市，而是灾变后的超凡秩序社会。开局世界已经坏过一轮，人类只剩最后的安全区，主角陆昭则是个够级别、也够危险的人物，故事从“接受调查”切进去，悬念感挺强。主冲突不是单纯升级，而是超凡者、秩序、权力和灾后世界怎么重新分配位置。**细标签**：末世秩序流｜大灾变后的人类残存秩序｜高｜简介；都市超凡｜频道是都市，核心是神通体系｜高｜书页；调查切入｜主线从“陆昭被查”展开｜中｜简介。**一句话卖点**：灾变末世壳子里塞了超凡政治感。,末世秩序流｜大灾变后的人类残存秩序｜高｜简介；都市超凡｜频道是都市，核心是神通体系｜高｜书页；调查切入｜主线从“陆昭被查”展开｜中｜简介。**一句话卖点**：灾变末世壳子里塞了超凡政治感。,灾变末世壳子里塞了超凡政治感。,未见明显主书冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w03_shallow50.md,2026-07-18T14:26:46+08:00
w03,ST-001,你一个德鲁伊跑去修仙？,起点中文网,白狐不是大叔,高,证据：起点条目、QQ阅读页。,仙侠。**粗题材**：把西幻德鲁伊能力塞进修仙世界的跨体系种田御兽文。,把西幻德鲁伊能力塞进修仙世界的跨体系种田御兽文。,事件：你穿越仙侠世界……德鲁伊+修仙+种田+御兽。,主角不是传统灵根修士路线，而是带着“德鲁伊”这套偏自然、植物、动物系的能力跑进修仙世界。开局的看点就在错位感：别人炼丹画符，他更像在摸道场、灵植、御兽和自然循环。主冲突是异体系能力怎么在本土修仙规则里落地，以及主角能不能靠这套不一样的路子从底层慢慢做大。**细标签**：跨体系修仙｜德鲁伊能力和修仙世界硬碰｜高｜书页；种田流｜官方直接带“种田”标签｜高｜书页；御兽｜官方直接带“御兽”标签｜高｜书页。**一句话卖点**：西幻职业错位进仙侠，噱头和路子都比较新。,跨体系修仙｜德鲁伊能力和修仙世界硬碰｜高｜书页；种田流｜官方直接带“种田”标签｜高｜书页；御兽｜官方直接带“御兽”标签｜高｜书页。**一句话卖点**：西幻职业错位进仙侠，噱头和路子都比较新。,西幻职业错位进仙侠，噱头和路子都比较新。,未见明显主书冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w03_shallow50.md,2026-07-18T14:26:46+08:00
w03,ST-001,你一美警，老想着回东方干啥玩意,起点中文网,ht142,高,证据：起点条目、QQ阅读页。,都市｜都市生活。**粗题材**：在美国当警察的主角，一边办案一边对“东方生活”强烈回望的反差都市文。,在美国当警察的主角，一边办案一边对“东方生活”强烈回望的反差都市文。,你说什么？里昂·万斯那家伙到了东联？！……他想回家，想回那个半夜两点能撸串……的东方。好在，他带着执法正义强化系统……,主角里昂·万斯表面上是美国警界精英，实际上心态完全不在“美国梦”那套上。他体验完治安、税负、医疗和街头破事之后，满脑子都是“我想回东方”。故事开局就是这种强烈反差：人设在美国，情感和价值判断却不断往东边拽。主冲突是他如何靠执法系统在当地往上爬，同时寻找真正能回去的路。**细标签**：美警职业文｜主角身份是巡警/警界之星｜高｜简介；系统流｜有“执法正义强化系统”｜高｜简介；逆向海归心态｜强烈东方回望是主钩子｜高｜简介。**一句话卖点**：不是“润出去”，是“在外头越混越想回家”。,美警职业文｜主角身份是巡警/警界之星｜高｜简介；系统流｜有“执法正义强化系统”｜高｜简介；逆向海归心态｜强烈东方回望是主钩子｜高｜简介。**一句话卖点**：不是“润出去”，是“在外头越混越想回家”。,不是“润出去”，是“在外头越混越想回家”。,未见明显主书冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w03_shallow50.md,2026-07-18T14:26:46+08:00
