书名,章号,原表文件,切片数据行号,辅助表类型,辅助表原编号,对象类_仅章末表,审阅对象,结论,一句理由,关联主表审阅行键,关联主表候选结论,审阅身份
我在美恐科普都市传说,29,meikong/04_因果句.csv,11,因果句,MK-CAUSE-087,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH29-F014的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH29-F014,mark_hearsay,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/04_因果句.csv,12,因果句,MK-CAUSE-088,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH29-F015的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH29-F015,mark_hearsay,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,34,章末零条,,事实账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是事实账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,35,章末零条,,人物账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是人物账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,36,章末零条,,地点账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是地点账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,37,章末零条,,物品账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是物品账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,38,章末零条,,势力账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是势力账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,39,章末零条,,体系／世界规则账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是体系／世界规则账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,40,章末零条,,知情边,辅助记录是否作为新增卡片条目,drop_not_for_card,这是知情边的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,41,章末零条,,A-lite,辅助记录是否作为新增卡片条目,drop_not_for_card,这是A-lite的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,42,章末零条,,规划账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是规划账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,43,章末零条,,长线账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是长线账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/02_章末零条.csv,44,章末零条,,协作层,辅助记录是否作为新增卡片条目,drop_not_for_card,这是协作层的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/03_抉择句.csv,5,抉择句,MK-DEC-048,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F008的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F008,keep_as_fact,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/03_抉择句.csv,6,抉择句,MK-DEC-049,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F010的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F010,keep_as_fact,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/03_抉择句.csv,7,抉择句,MK-DEC-050,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F002的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F002,mark_hearsay,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,13,因果句,MK-CAUSE-089,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F002的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F002,mark_hearsay,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,14,因果句,MK-CAUSE-090,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F004的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F004,keep_as_fact,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,15,因果句,MK-CAUSE-091,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F005的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F005,mark_hearsay,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,16,因果句,MK-CAUSE-092,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F006的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F006,keep_as_fact,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,17,因果句,MK-CAUSE-093,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F007的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F007,mark_hearsay,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,18,因果句,MK-CAUSE-094,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F008的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F008,keep_as_fact,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,19,因果句,MK-CAUSE-095,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F009的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F009,keep_as_fact,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/04_因果句.csv,20,因果句,MK-CAUSE-096,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是MK-CH30-F010的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,MK-CH30-F010,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,1,章末零条,,事实账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是事实账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,2,章末零条,,人物账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是人物账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,3,章末零条,,地点账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是地点账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,4,章末零条,,物品账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是物品账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,5,章末零条,,势力账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是势力账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,6,章末零条,,体系／世界规则账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是体系／世界规则账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,7,章末零条,,知情边,辅助记录是否作为新增卡片条目,drop_not_for_card,这是知情边的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,8,章末零条,,A-lite,辅助记录是否作为新增卡片条目,drop_not_for_card,这是A-lite的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,9,章末零条,,规划账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是规划账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,10,章末零条,,长线账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是长线账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__02_章末零条.csv,11,章末零条,,协作层,辅助记录是否作为新增卡片条目,drop_not_for_card,这是协作层的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__03_抉择句.csv,1,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH10-R279的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH10-R279,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__03_抉择句.csv,2,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH10-R290的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH10-R290,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__04_因果句.csv,1,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH10-R279的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH10-R279,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__04_因果句.csv,2,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH10-R282的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH10-R282,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__04_因果句.csv,3,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH10-R290的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH10-R290,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__04_因果句.csv,4,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH10-R294的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH10-R294,drop_not_for_card,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,1,章末零条,,事实账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是事实账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,2,章末零条,,人物账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是人物账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,3,章末零条,,地点账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是地点账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,4,章末零条,,物品账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是物品账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,5,章末零条,,势力账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是势力账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,6,章末零条,,体系／世界规则账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是体系／世界规则账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,7,章末零条,,知情边,辅助记录是否作为新增卡片条目,drop_not_for_card,这是知情边的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,8,章末零条,,A-lite,辅助记录是否作为新增卡片条目,drop_not_for_card,这是A-lite的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,9,章末零条,,规划账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是规划账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,10,章末零条,,长线账,辅助记录是否作为新增卡片条目,drop_not_for_card,这是长线账的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__02_章末零条.csv,11,章末零条,,协作层,辅助记录是否作为新增卡片条目,drop_not_for_card,这是协作层的章末数量或状态记录，不是故事事实，也不能据它确认正文抽全。,,,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,1,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R5的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R5,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,2,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R12的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R12,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,3,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R24的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R24,drop_not_for_card,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,4,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R26的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R26,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,5,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R30的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R30,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,6,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R40的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R40,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,7,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R43的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R43,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,8,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R45的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R45,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__03_抉择句.csv,9,抉择句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R48的选择分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R48,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,1,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R5的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R5,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,2,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R12的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R12,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,3,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R15的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R15,drop_not_for_card,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,4,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R25的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R25,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,5,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R26的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R26,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,6,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R34的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R34,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,7,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R40的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R40,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,8,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R43的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R43,keep_as_fact,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,9,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R45的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R45,mark_hearsay,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__04_因果句.csv,10,因果句,,,辅助记录是否作为新增卡片条目,drop_not_for_card,这是GK-CH11-R48的因果分析附表行，不作为新增事实入卡；原候选结论见主表。,GK-CH11-R48,mark_hearsay,人话卡金标候选｜未独立人工复核
