书名,章号,原表文件,切片数据行号,原表行号,evidence_id,fact_id,审阅行键,来源位置_沿用未核原文,结论,一句理由,审阅身份
炼气士不死于无限,16,lianqishi/01_落位表.csv,127,,LQ-0500,,LQ-0500,ch_0016.txt:L84,keep_as_fact,记录实际删除录像和关闭设备的行为。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,128,,LQ-0501,,LQ-0501,ch_0016.txt:L87,keep_as_fact,记录战斗死亡人数的约数，不能与较早的死伤统计混为一项。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,129,,LQ-0502,,LQ-0502,ch_0016.txt:L100,mark_hearsay,人员数量与任务分布来自警官陈述，本行没有独立核验。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,130,,LQ-0503,,LQ-0503,ch_0016.txt:L101,mark_hearsay,警局依赖帮派的原因来自警官解释，不能升成已证实制度因果。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,131,,LQ-0504,,LQ-0504,ch_0016.txt:L105,keep_as_fact,保留警官作出的现场定性，不表示现场真无问题或报警确属虚假。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,132,,LQ-0505,,LQ-0505,ch_0016.txt:L120,drop_not_for_card,筹借悬赏金仍是临时决定，本行没有实际借款或付款。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,133,,LQ-0506,,LQ-0506,ch_0016.txt:L127,keep_as_fact,记录候选直接列明的帮派现有资产类别。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,134,,LQ-0507,,LQ-0507,ch_0016.txt:L130,drop_not_for_card,只有设立资金的提议，没有拨款或资金设立结果。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,135,,LQ-0508,,LQ-0508,ch_0016.txt:L136,drop_not_for_card,说的是未来拨款随查获额变化的设想，不是现有资金事实。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,136,,LQ-0509,,LQ-0509,ch_0016.txt:L138,drop_not_for_card,汇报与限时答复都还在决定和承诺阶段，本行没有履行结果。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,137,,LQ-0510,,LQ-0510,ch_0016.txt:L141,drop_not_for_card,只表达合作期待，没有已经达成的合作关系或行动。,人话卡金标候选｜未独立人工复核
炼气士不死于无限,16,lianqishi/01_落位表.csv,138,,LQ-0511,,LQ-0511,ch_0016.txt:L147,keep_as_fact,警告已经向警员发出，但其中的条件报复没有被记成已经发生。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,1,,,MK-CH01-F001,MK-CH01-F001,chapters/ch_0001.txt:L6-L8,keep_as_fact,附带短证据直接交代开场时地，属于场景定位事实。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,2,,,MK-CH01-F002,MK-CH01-F002,chapters/ch_0001.txt:L8-L14,keep_as_fact,短证据记录收尾录制及结束语，保留录制行为，不背书节目中的全部说法。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,3,,,MK-CH01-F003,MK-CH01-F003,chapters/ch_0001.txt:L9-L10,mark_hearsay,废屋解释是主持人的自述，节目说过不等于怪叫原因已证实。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,4,,,MK-CH01-F004,MK-CH01-F004,chapters/ch_0001.txt:L11-L11,mark_hearsay,邻居身份来自主持人说法，不能直接确认犯罪身份或排除其他身份。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,5,,,MK-CH01-F005,MK-CH01-F005,chapters/ch_0001.txt:L12-L13,keep_as_fact,保留节目已发出的线索征集邀请，不把主持人自称必真当成真实性保证。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,6,,,MK-CH01-F006,MK-CH01-F006,chapters/ch_0001.txt:L15-L16,keep_as_fact,短证据直接呈现取书、翻页和文字出现。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,7,,,MK-CH01-F007,MK-CH01-F007,chapters/ch_0001.txt:L17-L24,keep_as_fact,保留记录簿显示的条目和奖励信息，不把显示值当成本次抽取准确率。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,8,,,MK-CH01-F008,MK-CH01-F008,chapters/ch_0001.txt:L25-L25,keep_as_fact,附带叙述把父母失踪列为既往经历，没有说明失踪原因。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,9,,,MK-CH01-F009,MK-CH01-F009,chapters/ch_0001.txt:L25-L25,keep_as_fact,记录簿出现的时间顺序有短证据，不额外推断父母失踪导致其出现。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,10,,,MK-CH01-F010,MK-CH01-F010,chapters/ch_0001.txt:L26-L26,keep_as_fact,短证据明确记载人物获得用法信息。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,11,,,MK-CH01-F011,MK-CH01-F011,chapters/ch_0001.txt:L27-L28,keep_as_fact,短证据给出记录与解锁条件，属于物品规则而非某次奖励已领取。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,12,,,MK-CH01-F012,MK-CH01-F012,chapters/ch_0001.txt:L29-L29,keep_as_fact,附带叙述直接给出不可见与忽略查看动作的物品效果。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,13,,,MK-CH01-F013,MK-CH01-F013,chapters/ch_0001.txt:L30-L30,keep_as_fact,丢弃后回到身边有明确试验经过，不只是人物猜测。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,14,,,MK-CH01-F014,MK-CH01-F014,chapters/ch_0001.txt:L31-L32,keep_as_fact,记录持续多年的探索经历，小事件的概括不抹去这项已发生经历。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,15,,,MK-CH01-F015,MK-CH01-F015,chapters/ch_0001.txt:L32-L32,keep_as_fact,身体能力变化由附带叙述直接说明，不是人物夸口。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,16,,,MK-CH01-F016,MK-CH01-F016,chapters/ch_0001.txt:L33-L33,cannot_confirm_without_body,本行短证据只写起意创办，单凭所标位置不能核清已创办及其因果表述。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,17,,,MK-CH01-F017,MK-CH01-F017,chapters/ch_0001.txt:L34-L35,keep_as_fact,人物职务、外观和等候位置均在附带短证据中。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,18,,,MK-CH01-F018,MK-CH01-F018,chapters/ch_0001.txt:L37-L39,mark_hearsay,经营情况是台长转述，且本行摘录未含广告商部分，不能当成核实过的数据。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,19,,,MK-CH01-F019,MK-CH01-F019,chapters/ch_0001.txt:L43-L43,keep_as_fact,台长当场提出工作要求与选择，尚未发生的调岗不算完成。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,20,,,MK-CH01-F020,MK-CH01-F020,chapters/ch_0001.txt:L45-L46,drop_not_for_card,只承诺下期内容并提出拍摄计划，没有相应拍摄结果。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,21,,,MK-CH01-F021,MK-CH01-F021,chapters/ch_0001.txt:L50-L51,keep_as_fact,台长已同意再给机会，条件性工作安排成立不表示后续调岗已发生。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,22,,,MK-CH01-F022,MK-CH01-F022,chapters/ch_0001.txt:L53-L59,keep_as_fact,已选择儿童频道的原因与书页显示都有短证据，不把显示进度当成真实采样覆盖。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,23,,,MK-CH01-F023,MK-CH01-F023,chapters/ch_0001.txt:L57-L58,keep_as_fact,附带叙述明确记载既往见面和对方消失。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,24,,,MK-CH01-F024,MK-CH01-F024,chapters/ch_0001.txt:L62-L63,cannot_confirm_without_body,交款有证据，但F025随后改称预付款，仅靠摘录不能确定额外款项是否属于赞助。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,25,,,MK-CH01-F025,MK-CH01-F025,chapters/ch_0001.txt:L66-L69,keep_as_fact,维修安排有提出与接受，预付款是当场约定的款项称呼，不表示维修已完成。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,1,meikong/01_落位表.csv,26,,,MK-CH01-F026,MK-CH01-F026,chapters/ch_0001.txt:L70-L72,drop_not_for_card,只在盘算将来活捉与展示，没有发生相应捕获行为。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,27,,,MK-CH02-F001,MK-CH02-F001,chapters/ch_0002.txt:L6-L9,keep_as_fact,住处、格局和回家动作有短证据，便宜只是附带相对描述。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,28,,,MK-CH02-F002,MK-CH02-F002,chapters/ch_0002.txt:L10-L17,mark_hearsay,听到声音有依据，但争吵对象在摘录中带有猜测，不能整行当成听辨已确认。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,29,,,MK-CH02-F003,MK-CH02-F003,chapters/ch_0002.txt:L18-L24,keep_as_fact,短证据直接描写握刀后的试验动作与感受。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,30,,,MK-CH02-F004,MK-CH02-F004,chapters/ch_0002.txt:L25-L27,mark_hearsay,回忆中的目光有叙述，想拿刀则是李昂事后推断，整行不能一律算事实。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,31,,,MK-CH02-F005,MK-CH02-F005,chapters/ch_0002.txt:L28-L29,mark_hearsay,奖励规律是人物从经历中推测出来的，不是已钉死的物品规则。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,32,,,MK-CH02-F006,MK-CH02-F006,chapters/ch_0002.txt:L30-L32,keep_as_fact,来信实际存在，回复只表述为平日做法，不表示所有来信均已回复。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,33,,,MK-CH02-F007,MK-CH02-F007,chapters/ch_0002.txt:L32-L32,drop_not_for_card,仅表达对观众的愿望，没有已经发生的对应变化。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,34,,,MK-CH02-F008,MK-CH02-F008,chapters/ch_0002.txt:L33-L40,mark_hearsay,目击内容来自匿名信，记录簿出现未知生物条目也不能证实写信者见过大脚怪。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,35,,,MK-CH02-F009,MK-CH02-F009,chapters/ch_0002.txt:L35-L37,mark_hearsay,笔迹身份和恶作剧性质都是李昂的判断，短证据没有独立验证。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,36,,,MK-CH02-F010,MK-CH02-F010,chapters/ch_0002.txt:L41-L42,mark_hearsay,信件真假及线索真实性是人物认识，保管动作不使这些判断一并变真。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,37,,,MK-CH02-F011,MK-CH02-F011,chapters/ch_0002.txt:L44-L47,mark_hearsay,孙子的表现及其原因来自房东抱怨，不能因质问确实发生就全部确认。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,38,,,MK-CH02-F012,MK-CH02-F012,chapters/ch_0002.txt:L48-L52,mark_hearsay,受监视和异世界风险只是李昂的说法，摘录没有证实其内容。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,39,,,MK-CH02-F013,MK-CH02-F013,chapters/ch_0002.txt:L56-L57,keep_as_fact,退租通知已经发出，但不表示人物已经搬离或租住关系当场终止。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,40,,,MK-CH02-F014,MK-CH02-F014,chapters/ch_0002.txt:L59-L62,keep_as_fact,道歉与回应均为已发生的互动，不把劝告内容当作客观规律。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,41,,,MK-CH02-F015,MK-CH02-F015,chapters/ch_0002.txt:L64-L65,keep_as_fact,地图查找与地点叙述有短证据，只作本书地点信息，不作现实地理核验。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,42,,,MK-CH02-F016,MK-CH02-F016,chapters/ch_0002.txt:L67-L70,keep_as_fact,租用装备已经发生，资金限制的原因也在短证据内。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,43,,,MK-CH02-F017,MK-CH02-F017,chapters/ch_0002.txt:L71-L72,keep_as_fact,到达与开始拍摄都有具体行动记录。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,44,,,MK-CH02-F018,MK-CH02-F018,chapters/ch_0002.txt:L73-L74,keep_as_fact,型号与实际选用有短证据，台长的理由只属于其选用理由。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,45,,,MK-CH02-F019,MK-CH02-F019,chapters/ch_0002.txt:L75-L76,mark_hearsay,生物位置及真实性保证来自镜头前宣传，不能当成实际找到生物。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,2,meikong/01_落位表.csv,46,,,MK-CH02-F020,MK-CH02-F020,chapters/ch_0002.txt:L77-L79,keep_as_fact,录完开场后已有前往工作站的行动，不表示申请已递交或许可已取得。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,47,,,MK-CH29-F001,MK-CH29-F001,chapters/ch_0029.txt:L6-L10,keep_as_fact,到达、手部伤口和包扎结果都有附带短证据。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,48,,,MK-CH29-F002,MK-CH29-F002,chapters/ch_0029.txt:L11-L15,mark_hearsay,经历来自艾玛转述，说明引用的第28章不在本包，不能借它把梦境与伤因证实。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,49,,,MK-CH29-F003,MK-CH29-F003,chapters/ch_0029.txt:L18-L23,mark_hearsay,外来灵性及侵蚀是莉莉的诊断，互动发生不等于诊断已经独立确认。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,50,,,MK-CH29-F004,MK-CH29-F004,chapters/ch_0029.txt:L24-L25,drop_not_for_card,这里只请求尝试转移，不能把请求直接当成转移已经发生。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,51,,,MK-CH29-F005,MK-CH29-F005,chapters/ch_0029.txt:L26-L31,mark_hearsay,专家身份来自李昂介绍，两名女孩明确不信，不能写成身份已证实或只是未知。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,52,,,MK-CH29-F006,MK-CH29-F006,chapters/ch_0029.txt:L32-L36,mark_hearsay,转移办法与失败原因都出自莉莉解释，不是已经验证的通用机制。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,53,,,MK-CH29-F007,MK-CH29-F007,chapters/ch_0029.txt:L37-L44,keep_as_fact,仪式动作及火焰、镜面变化可见，但不据此直接证明诅咒转移成功。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,54,,,MK-CH29-F008,MK-CH29-F008,chapters/ch_0029.txt:L45-L50,keep_as_fact,听到承诺后已有回帐篷的行动，不表示诅咒已被解除。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,55,,,MK-CH29-F009,MK-CH29-F009,chapters/ch_0029.txt:L51-L54,mark_hearsay,转移完成及灵性增加来自莉莉说法，李昂兴奋不能充当验证。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,56,,,MK-CH29-F010,MK-CH29-F010,chapters/ch_0029.txt:L55-L57,keep_as_fact,从难入睡到主动放空再睡着，实际状态变化明确。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,57,,,MK-CH29-F011,MK-CH29-F011,chapters/ch_0029.txt:L58-L70,keep_as_fact,保留梦境经历与醒来，梦中镜子破碎不等于现实镜子被毁，声音身份也未确认。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,58,,,MK-CH29-F012,MK-CH29-F012,chapters/ch_0029.txt:L71-L76,drop_not_for_card,核心是暂不驱除和以后研究的打算，没有相应研究或驱除行为。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,59,,,MK-CH29-F013,MK-CH29-F013,chapters/ch_0029.txt:L77-L80,keep_as_fact,短证据直接记录书页新增内容，显示进度不代表本轮评测完成度。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,60,,,MK-CH29-F014,MK-CH29-F014,chapters/ch_0029.txt:L81-L82,mark_hearsay,驱除影响进度是人物推断，重复入梦仍是计划，部分保留说明不能使整行成为事实。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,61,,,MK-CH29-F015,MK-CH29-F015,chapters/ch_0029.txt:L83-L86,mark_hearsay,无伤与安睡有观察依据，但由此推出诅咒转移只是艾玛的判断。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,29,meikong/01_落位表.csv,62,,,MK-CH29-F016,MK-CH29-F016,chapters/ch_0029.txt:L87-L89,mark_hearsay,日程来自李昂告知，获奖是艾玛的意愿，不能把两句都当成已实现的结果。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,63,,,MK-CH30-F001,MK-CH30-F001,chapters/ch_0030.txt:L6-L8,keep_as_fact,到达岩壁和预先布置的设施都有短证据。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,64,,,MK-CH30-F002,MK-CH30-F002,chapters/ch_0030.txt:L9-L16,mark_hearsay,退出与安排已发生，但能力判断和此前受助来自米娅自述，整行不能都算旁白事实。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,65,,,MK-CH30-F003,MK-CH30-F003,chapters/ch_0030.txt:L17-L23,keep_as_fact,装备、开爬及李昂的拍摄行为均由短证据直接呈现。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,66,,,MK-CH30-F004,MK-CH30-F004,chapters/ch_0030.txt:L24-L29,keep_as_fact,孩子自报无力后被抱下，具体退出经过有短证据，不推断额外伤情。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,67,,,MK-CH30-F005,MK-CH30-F005,chapters/ch_0030.txt:L30-L36,mark_hearsay,求助和救下有证据，但害怕是带有猜测的判断，不能把原因一并写死。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,68,,,MK-CH30-F006,MK-CH30-F006,chapters/ch_0030.txt:L37-L39,keep_as_fact,暂停、补给、休息及恢复比赛都有直接叙述。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,69,,,MK-CH30-F007,MK-CH30-F007,chapters/ch_0030.txt:L40-L44,mark_hearsay,孩子把配合表演当成真实追击，摘录给出保持距离的反证，误信只属于孩子。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,70,,,MK-CH30-F008,MK-CH30-F008,chapters/ch_0030.txt:L45-L50,keep_as_fact,失足、不适和被送下都有实际经过，不只是退出意愿。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,71,,,MK-CH30-F009,MK-CH30-F009,chapters/ch_0030.txt:L51-L56,keep_as_fact,超越与先到终点有连续动作证据，不只是人物自认获胜。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,72,,,MK-CH30-F010,MK-CH30-F010,chapters/ch_0030.txt:L57-L62,keep_as_fact,已伸手且对方已握住，帮助行动确已开始，到达结果另见F011。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,73,,,MK-CH30-F011,MK-CH30-F011,chapters/ch_0030.txt:L63-L65,keep_as_fact,合影和称赞都是当场行为，善举只限李昂评价，不是本轮作出的品德判定。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,74,,,MK-CH30-F012,MK-CH30-F012,chapters/ch_0030.txt:L66-L72,cannot_confirm_without_body,摘录能见箱内卡片和冰淇淋转手，却没有明确卡片已由艾玛取得。,人话卡金标候选｜未独立人工复核
我在美恐科普都市传说,30,meikong/01_落位表.csv,75,,,MK-CH30-F013,MK-CH30-F013,chapters/ch_0030.txt:L73-L79,keep_as_fact,奖项宣读与清单交付已经发生，但不表示全部实物或节目权益已经兑现。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,1,276,,,GK-CH10-R276,第10章｜chapters/ch_0010.txt L6-L13,mark_hearsay,鬼的强弱与接触条件都来自苏听雪说明，不能直接固定成世界规则。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,2,277,,,GK-CH10-R277,第10章｜chapters/ch_0010.txt L13,mark_hearsay,全体弟子的能力与优势只是苏听雪所称，尚无独立验证。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,3,278,,,GK-CH10-R278,第10章｜chapters/ch_0010.txt L17-L21,mark_hearsay,遮眼机制及应对效果来自苏听雪解释，条件方案不能当成已经奏效。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,4,279,,,GK-CH10-R279,第10章｜chapters/ch_0010.txt L23-L25,mark_hearsay,绕路理由只是苏听雪解释，周游表示相信不等于理由已核实或真心相信。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,5,280,,,GK-CH10-R280,第10章｜chapters/ch_0010.txt L26-L32,keep_as_fact,到摊位、购买与要求分食都是当场行为，不是未来购物打算。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,6,281,,,GK-CH10-R281,第10章｜chapters/ch_0010.txt L28,keep_as_fact,记录过去两年的购买习惯，属于既往经历候选。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,7,282,,,GK-CH10-R282,第10章｜chapters/ch_0010.txt L35-L40,mark_hearsay,拧瓶动作已发生，但手指力量很强是周游的评价性判断。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,8,283,,,GK-CH10-R283,第10章｜chapters/ch_0010.txt L38-L39,keep_as_fact,记录人物过去尝试失败的经历，不推广成任何瓶盖都拧不开。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,9,284,,,GK-CH10-R284,第10章｜chapters/ch_0010.txt L42,mark_hearsay,练气标志来自苏听雪说法，公认一词不能代替规则依据。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,10,285,,,GK-CH10-R285,第10章｜chapters/ch_0010.txt L45-L50,mark_hearsay,境界特征是角色介绍，不能去掉来源写成已核实的统一标准。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,11,286,,,GK-CH10-R286,第10章｜chapters/ch_0010.txt L46,mark_hearsay,衡量方式的历史及更换原因来自苏听雪陈述，没有独立佐证。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,12,287,,,GK-CH10-R287,第10章｜chapters/ch_0010.txt L51-L54,mark_hearsay,灵魂出窍等同死亡是苏听雪说法，人物判断不能直接变成规则或死亡记录。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,13,288,,,GK-CH10-R288,第10章｜chapters/ch_0010.txt L55-L59,keep_as_fact,返回路口已经发生，诱鬼办法仍只是提出，不表示本行已引出鬼。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,14,289,,,GK-CH10-R289,第10章｜chapters/ch_0010.txt L60-L62,keep_as_fact,记录限定时段内的反复行动和没有引出的结果，不声称此法永远无效。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,15,290,,,GK-CH10-R290,第10章｜chapters/ch_0010.txt L62-L70,mark_hearsay,停止旧方案与更换分工已发生，但失败原因仍是周游的解释。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,16,291,,,GK-CH10-R291,第10章｜chapters/ch_0010.txt L72-L73,keep_as_fact,记录多次实际演练及异常出现的先后，不把尝试次数当作抽取质量数字。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,17,292,,,GK-CH10-R292,第10章｜chapters/ch_0010.txt L75-L77,keep_as_fact,遮眼、刹车和呼喊均按当场动作陈述。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,18,293,,,GK-CH10-R293,第10章｜chapters/ch_0010.txt L78-L79,keep_as_fact,保留周游此时看到的形态和位置，不扩大到尚未看见的身份与来历。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,19,294,,,GK-CH10-R294,第10章｜chapters/ch_0010.txt L80-L81,drop_not_for_card,核心是准备扒开鬼手，候选本行没有实施这项救援。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,20,295,,,GK-CH10-R295,第10章｜chapters/ch_0010.txt L82-L83,keep_as_fact,迈步后被遮眼并失去视觉是实际状态变化。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,21,296,,,GK-CH10-R296,第10章｜chapters/ch_0010.txt L84-L85,keep_as_fact,记录实际尝试及触摸失败，不推断所有人都无法触碰。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,10,gaokao/new_gaokao_ch01-10__01_落位表.csv,22,297,,,GK-CH10-R297,第10章｜chapters/ch_0010.txt L87,mark_hearsay,第二只鬼的数量结论归于周游确认，本行没有独立识别依据。,人话卡金标候选｜未独立人工复核
