window,title,part_name,part_kind,cognitive_job,key_rules_text,migratability,common_misborrow,arch_slot_candidate,mountability,part_evidence_level,source_report,ingested_at
p2_w04,庶女攻略,家务才艺也是权力,资源,省掉“女性成长为什么老写生活细节”的疑惑,刺绣、读书、持家、待人接物不是背景板而是资源、它们能换声望、换联盟、换安全区、成长不靠开天窗而靠日常累积,高,把生活流当流水账,rules,可挂候选,中,p2_w04_deep10.md,2026-07-18T15:44:42+08:00
p2_w04,小兵传奇,小兵到元帅的阶梯承诺,成长表,省掉“星际战争为什么读者能一直跟”的动力解释,主角野心明确、起点极低、成长路径简单明白、每升一阶就换更大兵权与视野、个人成长和战争规模同步变大,高,只学“从小兵开始”，却不给后续每一级的职责差异,reader_promises,不可挂,强,p2_w04_deep10.md,2026-07-18T15:44:42+08:00
p2_w04,小兵传奇,舰队／机甲／AI 联合战场,力量表,省掉“单纯星际战为什么不无聊”的说明,战斗不只靠个人、还有舰队、科技、AI 和组织配合、战场持续放大、战争本身能提供关卡感和奇观感,中高,只写机甲名词，不写组织与战术结构,rules,可挂候选,中,p2_w04_deep10.md,2026-07-18T15:44:42+08:00
p2_w04,小兵传奇,网络科幻的游戏化推进,叙事装置,省掉“大科幻设定会不会很难读”的进入门槛,情节依赖升级打怪式推进、一个阶段解决一个问题、战争像副本一样层层升级、早期网文读者因此更容易追,高,把科幻写成纯任务单，不做世界厚度,rules,可挂候选,强,p2_w04_deep10.md,2026-07-18T15:44:42+08:00
p2_w05,唐砖,盛世修补型穿越；,信息差,读者不用重新学一套陌生王朝，只要带着对“贞观—大唐盛世”的已有印象进场,一，主角靠现代认知进入唐代；二，目标不是推翻熟人历史，而是把“我心中的大唐”补得更完整；三，改写的快感来自“历史遗憾被重新处理”；四，基调偏昂扬，不走彻底覆写的黑历史线,高，可挪到汉、宋、明等强认知朝代,只借穿越加发明，不借“熟历史＋补遗憾”的情感方向,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,唐砖,点子兑现链；,资源,不用一上来讲大政体，先让读者通过“小发明、小改善、小便利”看见主角价值,一，现代知识是可兑现资源；二，兑现通常先落在衣食住行、器物、工艺这类近身问题；三，点子不是一次性神迹，而是连续兑现；四，小兑现会反哺人物关系和身份上升,高，适合种田、经营、轻基建,把点子写成 PPT 式罗列，没有人物反馈与社会阻力,rules,可挂候选,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,唐砖,我的大唐滤镜；,读者预期,一句“这是我的大唐”就把作品从严肃史论切到情感化再造，读者很快知道自己看的是“可居住的盛世想象”,一，历史真实不是唯一目标；二，盛世想象要优先于考据炫技；三，人物与家国情感要包住技术与事件,中，适合强文化记忆题材,只有“热爱朝代”的抒情，没有可见的情节兑现,reader_promises,未知,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,临高启明,虫洞组织化穿越；,规则,不需要解释“一个人会多少知识”，因为它直接用多人分工解决知识覆盖问题,一，穿越不是意外独狼，而是有准备的集体行动；二，前期大量“会议—筹备—选址”就是正文的一部分；三，跨专业协作先于个人英雄；四，落点不是奇遇，是可持续生存,高，适合群像基建、末世重建、殖民开拓,只学“很多角色”，不学“很多角色为什么能协同”,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,临高启明,委员会式工业分工；,势力,读者不用凭空理解工业化全流程，作品通过一次次“会议议题”把工业问题拆成能源、机械、化工、用工等模块,一，制度讨论就是剧情推进；二，资源配置要公开化、流程化；三，工业不是某个天才的灵光一闪，而是部门协同；四，组织治理和技术路线同等重要,很高，适合任何“建设型”题材,只写工艺细节，不写谁拍板、谁执行、谁承担后果,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,临高启明,新社会对旧社会的长期改造场；,地缘状态,不必再搭一个虚构帝国，明末海南本身就提供旧制度、旧劳力关系、旧贸易网络,一，地点服务于改造实验；二，旧秩序不是背景板，而是被持续碰撞的对象；三，奴仆、海商、军政都是真正的制度摩擦点,中高，适合有现实历史依托的制度实验文,把旧社会写成纯 NPC，导致改造像在空地上搭积木,state_facts,不可挂,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,修真聊天群,群聊即修真入口；,信息差,不用先讲浩大仙门史，读者先看一个普通人误入社交场合，慢慢发现群聊说的都是真的,一，主角先把群当成中二病交流群；二，群成员以道友、真人、洞主等名号互称；三，线上信息会线下验证；四，修真世界通过社交误差渗进现实,极高，可迁到仙侠、诸天、怪谈、都市异能,把群聊写成单纯截图吐槽，没有线下兑现,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,修真聊天群,都市日常与修真并屏；,地缘状态,读者不用切换到纯异世界，大学生活与修真事故同时发生，进入门槛很低,一，主角身份先是普通大学生；二，现实城市仍是主舞台之一；三，离奇设定要通过日常语境落地；四，笑点常来自“现代生活容器装高维设定”,高,只借段子，不保留“普通生活被超常规则侵入”的对照,state_facts,不可挂,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,修真聊天群,群身份秩序；,势力,人物多也不乱，因为群名片、道号、前辈晚辈关系先把社交秩序搭好,一，昵称本身携带身份信息；二，前辈后辈不是空称呼，会影响资源与风险；三，社群内部有默认礼节；四，社交误会能直接触发剧情,高，适合群像轻喜文,角色一多就靠外号堆砌，但没有稳定互动秩序,rules,可挂候选,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,后宫·甄嬛传,位分阶梯；,力量表,读者不用一点点猜后宫权力大小，位分本身就是清晰的阶梯图,一，小说公开制度写到“分八品十六等”；二，内庭主位可掌一宫，非主位只能居院落；三，位分决定称谓、居所、资源与行动空间；四，升降位不是面子问题，是生存问题,极高，可挪到宗门、门阀、公司、学院,只借头衔，不让头衔改变资源配置,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,后宫·甄嬛传,封号与出身绑定；,资源,人物一出场，出身、封号、是否有主殿，立刻就知道她在牌局里的起手牌,一，封号不是装饰，是政治标签；二，出身决定早期站位；三，宠爱、生育、阵营会改变位分流向；四，低位者晋升需要额外事件支点,高,把宫斗写成纯嘴炮，不让制度卡位起作用,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,后宫·甄嬛传,后宫是阵营战场；,势力状态,读者不用看很久才知道谁和谁一党，因为入宫、居所、恩宠、上位线天然会把人分成阵营,一，后宫不是单点对决，而是联盟和反联盟；二，爱情叙事只是权力分配的表面；三，阵营晋升和个人晋升交叠,高,只写单个反派陷害，不写阵营结构,state_facts,不可挂,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,大唐双龙传,长生诀入场券；,资源,不用慢慢搭修炼体系，直接拿“道家宝典失落—两小混混误得”的设定，让底层人物有资格进天下局,一，乱世大局里放一个稀缺宝典；二，宝典既是武力钥匙，也是叙事通行证；三，底层角色因为奇遇跨入高手视野,高，适合双主角、群雄逐鹿文,只给神功，不给它改变社交层级和政治地位的能力,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,大唐双龙传,双男主分轨；,人物状态,天下争龙和江湖超脱，分给两个人承载，作者不用把矛盾全塞给一个主角,一，两人从同一底层起步；二，进入大局后路线逐渐分化；三，一人更贴近争霸，一人更贴近超然；四，双线互相校正作品气质,很高，适合“大局＋心性”双轴题材,只是两个主角轮流上场，没有真正的价值分工,state_facts,不可挂,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,大唐双龙传,江湖与天下同盘；,地图状态,读者不用分两本书看，一本里就能同时得到高手争锋和王朝更替,一，乱世政治和武林生态同步推进；二，人物既争招式，也争地盘、名分和未来秩序；三，感情线、师门线、争霸线可以同盘运作,高,把朝局当背景板，或者把江湖当纯打架副本,state_facts,不可挂,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,第一序列,壁垒／荒野二元壳；,地图,不必搭复杂国家图，只要先懂“墙内秩序残存、墙外生存恶劣”这一对立，就能读懂很多冲突,一，壁垒是文明残存的容器；二，荒野代表资源风险与秩序真空；三，墙与科学一起构成旧文明余晖；四，人物地位和安全感强烈受空间位置影响,很高，适合废土、末世、庇护所题材,只有“墙”这个名词，没有空间带来的秩序差异,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,第一序列,小人物生存阶梯；,资源,读者不必先理解全部大势力，先跟着底层角色从药、枪、粮、情报这些近身资源往上爬,一，早期目标先是活下去；二，近身资源决定角色能否进入更大局；三，上升不是简单练级，而是逐渐进入组织网络,高,开局就给主角宏大使命，反而失去底层废土感,rules,可挂候选,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,第一序列,组织势力接管命运；,势力状态,主角不是一直独狼，读者会逐步认识壁垒、学堂、商号、武装、组织之间的层层吞并与吸纳,一，废土的真正放大器不是个人能力，而是组织归属；二，人物命运会被更大的势力吸进去；三，组织竞争是中后段的主要驱动,高,把组织全写成副本 boss，没有制度和文化差异,state_facts,不可挂,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,圣墟,世界枷锁解封；,规则,不用先解释完整修仙文明，只要先懂“旧世界本来被锁住，现在锁开了”,一，异变不是少数人秘密修炼，而是世界级环境变化；二，雾、异果、异兽、神山一起冒头；三，旧常识不断失效；四，升级逻辑偏“进化”而非纯门派修行,极高,把灵气复苏写成都市异能小打小闹，没有世界尺度变化,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,圣墟,地球到异宇宙阶梯地图；,地图,读者能接受不断扩图，因为一开始就承诺“世界只揭开了一角”,一，起点仍是现代地球；二，神山、禁地、异域逐层揭开；三，后续可以自然扩到更大宇宙和更高位面,高,前期地图太小，后期强行上宇宙，缺少阶梯感,state_facts,不可挂,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,圣墟,呼吸法／异果进化包；,资源,不必先懂整套修炼谱系，读者可以先抓住“特殊呼吸法、奇物、异果”这些直观资源,一，早期力量提升依赖可感知资源；二，资源发现和地图探索捆在一起；三，进化收益会立刻改变生存层级,高,只写数值提升，不写资源与生态如何搅动世界,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,学霸的黑科技系统,任务驱动学术阶梯；,规则,读者不用自己理解真实学术路线，系统把“学习—论文—获奖—攻难题”拆成任务,一，系统不给直接财富，而给学习与科研任务；二，任务完成给经验、积分、抽奖；三，成长先走学术成果，再外溢成产业与国家级项目,很高,只有“发明成果”，没有前面那条枯燥但必要的任务链,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,学霸的黑科技系统,学科树上限；,力量表,把真实跨学科难度粗暴但有效地可视化，让读者知道为什么主角不能乱跳科技树,一，数学会卡住其他学科上限；二，学科升级有先后关系；三，跨界不是一句“我都会”，而是前置能力达标,高,科技随便点亮，没有前置约束,rules,可挂候选,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,学霸的黑科技系统,兑换受能力约束；,资源,未来科技不再是随叫随到，而要和主角当前能力匹配,一，积分能换图纸，但不是想换就能落地；二，宿主等级限制可兑现科技；三，科研过程仍然要写，不是直接凭空造物,高,系统直接把成品扔给主角，导致科研戏消失,rules,可挂候选,中,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,冠军教父,主教练视角；,地缘状态,不用跟着一个球员单线升级，而是站在教练席同时看球队、主席、媒体、球员与比赛,一，主角身份不是踢球的，是带队的；二，比赛只是结果，更衣室和管理层同样重要；三，教练的话语权随胜负起伏,高，适合任何“带团队”题材,以为换个称谓就是教练流，结果剧情还是球员流,state_facts,不可挂,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,冠军教父,俱乐部压力场；,势力,职业足球内部冲突不用自己造，主席、听证会、训练课、裁判、客场这些词一出来，系统就搭好了,一，俱乐部是组织，不是单纯球队；二，比赛成绩会反咬管理权；三，媒体与裁判也进入叙事系统；四，球队文化能被教练持续重塑,高,只播报比赛，不写俱乐部生态,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,冠军教父,弱旅改造承诺；,读者预期,一句“冠军教父”就把作品的最大回报说白了：看一个不讨喜但有能力的人，把队伍从烂局带到冠军级,一，主角不一定讨喜，但必须有效；二，球队要有明显前后对比；三，改造过程要覆盖战术、士气、人员与文化,高,只看最后夺冠，不写中间“把队伍变一支队伍”的过程,reader_promises,未知,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,文化入侵异世界,文化胜利框架；,规则,不用解释复杂战争学，读者直接知道主角要靠内容与平台改世界，而不是靠兵力,一，主角明确拒绝武力征服路径；二，电影、游戏、小说、漫画是主要武器；三，影响顺序是先娱乐、后观感、再关系格局,极高,只写抄作品名，不写“内容进入人群之后如何改关系”,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,文化入侵异世界,魔网型文化基础设施；,资源,不是每次都靠单个爆款，作品把“渠道”也做成正文，所以传播能持续,一，魔网、酒馆、剧院、商店都是分发渠道；二，内容和平台要一起长；三，用户行为会反过来塑造新产业,很高，适合平台经营文、文娱创业文,只有作品发布，没有渠道建设和用户反馈,rules,可挂候选,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w05,文化入侵异世界,以娱乐缓和种族敌意；,读者预期,一句“改变人类对魔族的刻板印象”就把作品从抄文娱，抬到软实力改秩序,一，文娱不是点缀，是政治前置；二，受众先被打动，再被重新定义敌我；三，世界和平不是说教，而是内容消费的副产物,高,把“文化入侵”写成主角个人装杯，忽略群体观念变化,reader_promises,未知,强,p2_w05_deep10.md,2026-07-18T16:43:34+08:00
p2_w06,圈子圈套,外企大单攻防,规则＋叙事单元,把复杂 B2B 销售压成“关键项目争夺战”就能让读者立刻明白 stakes,项目比职位更能决定命运；信息先手很值钱；竞争者常来自熟人圈；一个大单会同时拖着升职、站队、情感线走；输一次不只是丢业绩，还是组织位置下滑,高,只借“话术对打”，不写组织内斗和客户侧权力结构,narrative_units,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,圈子圈套,圈子就是地图,实体关系,不用重新解释复杂行业生态，直接用“谁认识谁、谁欠谁人情、谁能递消息”来代替知识门槛,圈子深不见底；朋友会变对手；外企高层和代理、客户、爱人这几条线会互相污染；消息来源比正式流程更快,高,把“圈子”写成纯人脉外挂，不写圈子的排斥性与反噬,entities,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,圈子圈套,扶正前夜掉坑,状态事实,开场就给主角一个“差一步上位”的位置，读者自动能懂为什么后面每一步都疼,代理首席代表不等于真稳；组织升迁高度依赖政治安全；情场和职场会同时塌；想翻身必须先回到项目桌上,中高,只抄“跌落谷底”，没有“本来就快扶正”的反差,state_facts,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,输赢,银行超级订单,叙事单元,把抽象的销售 KPI，直接压成一个超级明确的 Boss 项目,季度指标会逼迫主角迅速下注；大单不是纯招标，而是长期布局；强敌往往比你更早一年起盘；赢单同时也是保命,高,把投标写成开会＋ PPT，没写前期布局和内线经营,narrative_units,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,输赢,销售漏斗／摧龙法,规则,把销售过程变成可分段、可管理、可训练的标准流程，读者不用懂企业 CRM 也能看懂,线索到成交是逐层筛选；销售要靠表单和工具管过程；方法不只给一线，也给主管；后续作品明确把“销售漏斗”写成一整套落地中国应用方案,很高,抄概念名词，不写“谁在什么时候用这个工具”,rules,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,输赢,王牌销售对台,实体关系,只要给读者一对南北王牌销售、再加一场旧情重逢，人物关系马上立起来,竞争对手最好也是懂方法的人；团队被拆走会直接削弱战力；旧情不是糖，是压力放大器；对手越专业，方法论越有戏,中高,只写情感拉扯，不写专业能力匹配,entities,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,浮沉,前台转销售,叙事单元,不用重新造一个高门槛职业起点，直接从最低可见岗位跳销售，读者很快就能感受到门槛与风险,前台／秘书位置天然带观察窗；转岗意味着经验短板；销售新人会被办公室政治先教育一轮；第一单必须够大，才压得住成长速度,高,只借“底层逆袭”，不借“岗位视角优势”,narrative_units,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,浮沉,七亿大单串三方,规则,把外企、国企、地方权力三边关系，一口气绑到一单上，读者不必先学产业史,大单会把组织利益暴露出来；客户不是单一面孔；外企打法撞上国企改制，会出现规则灰区；商战表面是生意，底面是体制摩擦,很高,只写一个公司内部宫斗，少了外部系统的钳制,rules,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,浮沉,改制灰度带,状态事实,读者不需要很懂国企改革，也能先抓住“旧秩序没退、市场逻辑已进来”的感觉,国企、私企、外企不是三种皮肤，而是三套行动逻辑；官商勾连会改变公开流程；女性新人容易先被当棋子再被迫成长,中高,把“灰度”写成纯贪腐奇观，丢掉制度摩擦感,state_facts,可挂候选,中强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,官居一品,科举阶梯,规则,科举本身就是天然关卡，不需要再造升级系统,县试、府试、院试、乡试、会试、殿试层层递进；功名既是身份，也是入场券；考试不只是作文，更是社会筛选；每一次上岸都会改写人际结构,极高,只把科举当成“考试爽点”，不写它如何重写社会位置,rules,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,官居一品,门生座主网络,实体关系,比起空讲朝堂势力，直接用师生、座主、同年、乡党这些关系就能让派系一眼可见,考官学术倾向会影响舆论与仕途；文场不是纯公平赛场；门生网络会转化为官场资源；考试后的关系比考试本身更长尾,高,只抄“派系”，不抄形成机制,entities,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,官居一品,制度工具箱,规则,主角不靠神仙外挂，靠制度缝隙、地方治理和明史知识推进，就很容易让“技术流”成立,先在家族和地方层面解决生存问题；再把小技术变成治事能力；制度不是背景板，而是剧情发动机；越往上走，越不能只靠个人聪明,很高,只写“我懂历史”，不写制度如何限制主角,rules,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,我的末世基地车,扫描改装载具,规则,不必从零解释工业制造，直接给一个“扫描即改装”的黑科技中介，设定门槛立刻降下来,基础载具能升级为战斗／居住／后勤复合体；升级围绕车辆展开；黑科技替代传统基地建设前摇；车越强，生存半径越大,很高,只借“房车好爽”，不写功能层递进,rules,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,我的末世基地车,车就是领地,状态事实,固定城堡、据点、营地都可以先省掉，读者马上接受“移动中的安全屋”,安全感先围绕车身封闭空间产生；移动比占地更重要；载具内部秩序就是最小共同体；遇险时撤离比守点更常见,高,车只是交通工具，没有共同体功能,state_facts,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,我的末世基地车,升级会自然带队伍扩编,payoffs,读者不用追问为什么会有后续规模化，因为车越强就越会吸附资源、人手和任务,早期生存靠单车；中后期会走向车队／基地感；改装结果既是战力，也是一种身份展示；队伍增长不是另开系统，是车体升级的自然结果,高,升级只让主角更猛，不让共同体变厚,payoffs,可挂候选,中强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,黑暗血时代,失日黑夜常态,状态事实,不用再造复杂灾难学，直接拿走太阳，读者立刻知道食物、取暖、视野、秩序都会塌,无阳光、无星空；寒冷与黑夜不是氛围，是生存条件；人类进入黑暗与血的时代；文明退化先从基础感知和能源开始,很高,只写“黑”，不写黑暗如何改变一切日常规则,state_facts,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,黑暗血时代,古书—境界—战甲—剑式,规则,它把特别硬的生存世界和一个逐步暴露的个人生存技体系绑到一起，读者能一边恐慌一边学规则,前几章就出现“二元天的境界”“战甲”“杀虫三剑式”等层级词；力量系统先服从生存，再逐步扩展；技能名本身承担记忆钩子；战斗体系从杂乱恐慌里慢慢长出来,中高,一上来就把体系讲透，失去黑暗探索感,rules,可挂候选,中强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,黑暗血时代,怪物潮递强,叙事单元,章节标题本身就在做节奏台阶，读者不用等待大设定解说，也知道危险在升级,恐慌先于真相；怪物先以压迫感出现；活下去本身就是阶段目标；大世界会慢慢从局部求生里打开,高,危险很多，但没有明确递强台阶,narrative_units,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,全球进化,红雾遮蔽,状态事实,一个高概念环境变量，就能一口气解释视野、交通、通信、恐慌和猎杀环境为什么同时崩,红雾让能见度大幅下降；信号隔断；城市秩序瞬间失灵；求生从“看不见”开始,很高,只把红雾当氛围，不把它写成行动限制,state_facts,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,全球进化,食物链翻转,规则,读者很快接受“人类不再是顶端”，不用慢慢解释末世为什么危险,越简单的生物进化越快；动植物比人类更早更猛；生态位重排比丧尸设定更底层；人类变弱不是单个怪物强，而是整个生态系统变了,极高,只借“怪物变强”，不借“整套生态翻盘”,rules,可挂候选,中强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,全球进化,寒武纪解释框架,reader_promises,它给读者一个“这不是瞎编，有一层科学味”的阅读承诺,末世不是纯玄学降临；作者试图从生物进化角度解释变化；真相感来自解释欲，而不是硬知识密度；越往后越会追问底层规则,高,只写伪科名词，不给稳定解释方向,reader_promises,可挂候选,中强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,废土生存守则,游戏现实绑定生死账,规则,不用再解释为什么大家要认真打游戏，因为游戏失败会切断现实物资供应,每人只有三次复活；复活耗尽会被主控系统断掉食物、水、氧气；游戏不是娱乐，是筛人机器；虚拟失败带真实后果,极高,只借“沉浸式游戏”，不借现实反噬,rules,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,废土生存守则,避难所主控系统,实体关系,把地下社会的治理权集中到一个看得见的“主控系统”，立刻就能解释秩序来源,避难所不是自然共同体，是被技术系统管理的共同体；资源分配有自动裁决者；训练目标是回到地表；人和系统不是平等关系,高,把主控系统写成便利工具，不写它的冷酷统治,entities,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,废土生存守则,先训练后开荒,narrative_units,读者不用立刻进入大规模废土社会，先在模拟环境里学规矩，再上地面,地表不可直接回归；游戏是预演；装备、认知、心理承压都先在模拟层完成；上地表时读者已经懂规则,很高,训练阶段太长、和真实废土脱节,narrative_units,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,间客,半废弃星球出身,状态事实,主角天然就是局外人，读者跟着他一起看世界，不会被设定淹死,出身边缘地带；有怪知识但不懂中心秩序；离开废星就是进入更高规则场；边缘视角容易制造现实感,很高,只写“穷地方出身”，不写认知错位,state_facts,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,间客,小人物被大局卷入,narrative_units,不用开局就端巨大阴谋，先写具体事件，再逐步把联邦大局钉出来,不是大圆圈阴谋起手；而是一件件事把主角推上去；后面再有阴谋落下来“钉住”；现实感来自事情连着事情,极高,一开始就抖完世界阴谋，失去“被卷入”的劲,narrative_units,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,间客,体制写实感,rules,不用塞大量科技说明，只要把组织争夺、研究成果被抢、道德判断这些写实冲突写实，世界就像真的,世界像真的比世界讲透更重要；人物反应要能被预料；体制冲突来自人和组织，而不只是机甲／战争；科幻壳里可以放武侠骨,很高,只抄“星际体制”，不抄现实感生产方式,rules,可挂候选,中强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,希灵帝国,伪宅元首＋蹭饭兵团,reader_promises,宇宙级设定很容易吓人，但它先给一个废宅元首和一群来地球蹭饭的狠角色，读者一下就进得去,主角不是传统帝皇模板；宇宙帝国先以家庭／日常形式落地；强角色先以“好笑”出场；大设定先靠关系感托住,很高,只借吐槽，不借“先日常后宏大”的进入方式,reader_promises,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,希灵帝国,虚空—宇宙群—幽能—深渊,rules,它给宇宙级权力和灾难都配了统一解释轴，读者不用面对一堆散设定,宇宙群从虚空中诞生；幽能是主要能量；深渊与秩序对位；设定骨架是信息论／宇宙群思路,中高,只抄名词，不抄层级关系,rules,可挂候选,弱到中,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
p2_w06,希灵帝国,吐槽日常承载救世任务,payoffs,读者不用时时绷着，先被日常和吐槽喂进去，后面再把宇宙级任务吃下去,轻松口吻不等于设定轻；前期日常是缓冲带；后期宏大感会反冲前期角色关系；吐槽本身是辨识度，不只是插科打诨,高,把吐槽当填充，导致主线塌,payoffs,可挂候选,强,p2_w06_deep10.md,2026-07-19T05:21:16+08:00
