source_report,track,window,title,author,platform,prototype_why,skeleton_fingerprint,ledger_kind,origin,authority,body_verifiable,opening_hook_pattern,growth_rhythm,pleasure_engine_labels,promise_pattern_guess,payoff_pattern_guess,chapter_handoff_available,shared_explanation,borrow_type_tags,ingested_at
p2_w05_deep10.md,ST-002,p2_w05,学霸的黑科技系统,晨星LL,起点中文网，微信读书可见正版目录页,学术任务驱动科技系统｜起点和微信读书把“系统”“学霸”“从证明题到无垠星空”直接摆在简介里，书评中也普遍把它归到“系统科研文”；,,survey_not_ledger,deep_research,non_authoritative,是,从缺钱大学生、打工挫败和系统降临切入，认知钩是“别人系统带你暴富，这个系统逼你学习”,刷题／刷书—证明题—论文发表—学术声望—项目与产业扩张,逆袭爽感、知识变现、论文连爆、科技跃迁、国家级项目,看一个本就有底子的学生，怎样在系统驱动下把学术成绩一路推到改变世界,每一级成果都要先经过学习和研究，不是直接跳终局,未知,前几章目录名和讨论材料都说明了，这书的真爽点不是抽奖本身，而是“学术过程被包装成了可以追更的升级链”,,2026-07-18T16:43:34+08:00
p2_w05_deep10.md,ST-002,p2_w05,冠军教父,林海听涛,起点中文网，微信读书可见正版目录页,体育教练流／弱旅改造｜林海听涛作者页直接被介绍为“网络竞技小说第一人”，而《冠军教父》还有专门的名家导读，明确把它视作网络竞技文代表；,,survey_not_ledger,deep_research,non_authoritative,是,一上来就是托尼·唐恩与俱乐部危机，认知钩是“这个看着不好相处的人，真能把该赢的球赢出来吗”,临危接手—整顿更衣室—比赛检验—赛季累积—身份坐稳,弱旅逆袭、教练嘴炮、战术兑现、球队化学反应、赛季长线,看一个主教练怎样把散沙球队拧成能赢的大队,每场球不仅决定比分，也决定教练威望、球员认同和俱乐部走向,未知,目录页前二十多章已经把主席、训练、裁判、客场、更衣室全摆出来，说明它的主轴就是“俱乐部系统运转”,,2026-07-18T16:43:34+08:00
p2_w05_deep10.md,ST-002,p2_w05,文化入侵异世界,姐姐的新娘,起点中文网，QQ阅读／微信读书可见正版页,文娱输出反向征服异界｜起点、QQ阅读的简介都直接写明“这次不走武力征服，这次走文化胜利”，相关资料还把它当作者代表作和这一路脑洞文的代表性书名来提；,,survey_not_ledger,deep_research,non_authoritative,是,从游戏设计师穿进异界荒村／魔族环境开场，认知钩是“别人穿越想活命、打天下，他先想做内容和渠道”,单个爆款内容—受众上头—渠道搭建—平台化运营—跨种族关系重组,文娱安利、平台经营、异界受众反应、文化软实力、轻喜脑洞,看地球文娱如何一步步把异界从敌我冲突拖进共享娱乐,每次内容成功，回报都不止票房或喝彩，而是认知和秩序发生偏转,未知,公开页反复强调“电影、游戏、互联网商店、文化胜利”，这说明它最可借的不是梗量，而是“内容＋渠道＋观念变化”的连续链,,2026-07-18T16:43:34+08:00
p2_w06_deep10.md,ST-002,p2_w06,圈子圈套,王强,纸书＋微信读书,IT外企销售／大单攻防｜平台文案直接把它打成“职场商战开山之作”，而且王强访谈明确说过，书里人物和事件都有真实原型；这就让它在“外企销售＝项目战、信息战、人情战”的位置上，天然被当成模板。,,survey_not_ledger,deep_research,non_authoritative,是,“主角差一步扶正，却被好友和爱人同时背刺”,项目战—失势—重组—再战,商战信息差、熟人反噬、职场复仇、外企内幕,看会做项目的人，怎么在组织里活下来,赢回项目不是终点，赢回位置才是,未知,这书的节奏不是升级，而是**每轮项目都同时改写组织位置**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,输赢,付遥,纸书＋微信读书,投标销售攻防战｜官方简介把核心卖点写得很直白——两大跨国企业争夺银行超级订单；而付遥本人履历又明确来自 IBM、戴尔销售与培训体系，所以它很容易被当成“国产大客户销售方法论的小说版”。,,survey_not_ledger,deep_research,non_authoritative,是,“战功赫赫的销售总监被调京、被拆班底、被压不可能指标”,季度冲刺式推进，几乎天然支持周度／阶段性小高潮,方法论实战、项目围猎、旧情对台、团队补位,看会卖的人怎么用流程和判断逆转不可能单,成交＝职业尊严恢复,未知,这书最能借的不是商战皮，而是**把销售流程写成一套可追更的战术进度条**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,浮沉,崔曼莉,纸书＋微信读书,外企销售撞国企改制｜公开简介把“前台转销售＋7 亿大单＋卷入国企、私企和外企黑幕纠纷”写得很明白，电视剧介绍也反复强调国企改制、官商关系和职场斗争，所以它常被当成“职场成长线碰到体制泥潭”的母型。,,survey_not_ledger,deep_research,non_authoritative,是,“一个低岗位白领为了跳出天花板转销售，立刻撞上超大项目”,菜鸟试错—学会站位—被卷进更大系统,职场升级、体制摩擦、女性成长、项目险局,看普通职场人如何在一场改制漩涡里活成懂规则的人,职位成长只是表层，真正 payoff 是看清局,未知,它比《输赢》更强的地方，不在方法论，而在**市场逻辑和体制逻辑的撞击面**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,官居一品,三戒大师,起点中文网／微信读书,科举官场＋制度技术流｜起点明确标完结；光明网评论抓得很准，它不是靠空降先知碾压，而是用精细笔法写“现代人如何合理地在古代生存并获得成功”，而且后文直接点到科举考场、门生座主网络、官场制度。,,survey_not_ledger,deep_research,non_authoritative,是,“不受重视的少年立志靠科举翻盘”,家族生存—科举闯关—地方任事—中枢博弈,制度拆解、古代求生、官场权谋、明史细部,看一个现代人如何按古代规则爬上去,会考试的人，最后得会治事,未知,这书最能借的，是**把制度上升通道本身写成爽点**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,我的末世基地车,黑暗荔枝,起点中文网,末世基地车领地经营｜官方简介一句话就把母设定钉死了——交通工具可被扫描和改装升级；作者官方介绍又把这本列成末世代表作之一，所以“移动载具＝领地核心”的思路基本就是它这一型最醒目的招牌。,,survey_not_ledger,deep_research,non_authoritative,是,“末世将至，主角先拿到一辆可升级的交通工具”,单车求生—功能扩展—战斗化—共同体附着,改装爽、移动庇护所、安全感、资源搜集,看主角把一辆车养成一个会跑的基地,升级不是面板数字，是生活空间升级,未知,它最值钱的点，是把领地经营改写成了**移动平台经营**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,黑暗血时代,天下飘火,起点中文网／QQ阅读,黑暗末世生存｜它的母设定极硬——太阳消失、世界无光、寒冷与黑夜常态化；章节列表开头又连续给出“太阳消失／恐慌／黑暗时代／怪物降临”，所以它很容易被视作“黑暗压迫型末世”的典型起手。,,survey_not_ledger,deep_research,non_authoritative,是,“太阳没了，世界立刻脱轨”,局部求生—掌握生存技—遭遇更大群体危机,压迫生存、灾变沉浸、黑暗探索、规则迟揭,看人在无光世界里如何活下去,能解释黑暗的，最后才算真正有力量,未知,它的核心不是传统末世升级，而是**环境先压死人，再允许体系慢慢显形**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,全球进化,咬狗,起点中文网／QQ 阅读,生态异变末世｜官方简介直接从寒武纪生物大爆发切入，把末世解释框架绑到“物种快速进化”；章节页又明确有“黑红雾气”这类起手，所以它是“生态位翻盘型末世”的很典型母本。,,survey_not_ledger,deep_research,non_authoritative,是,“普通高四复读生在高考放榜后遇上红雾末世”,城市生存—生态压迫—规则揭示,生态恐怖、科学味末世、弱者求生、世界谜底,看普通人被整个进化生态往下按,知道规则，比单变强更重要,未知,这书最独特的，是**末世不是人互打，而是人类从食物链顶端被掀下来的过程**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,废土生存守则,暗尘弥散,起点中文网／QQ 阅读,避难所训练→废土｜官方简介把母结构说得非常清楚——地表不可居，地下避难所为了训练幸存者强制推广沉浸式废土游戏，而且游戏里没命会反噬现实补给。这种“训练先于开荒”的双层结构很少见，所以很容易被当成同类原型。,,survey_not_ledger,deep_research,non_authoritative,是,“地下避难所幸存者被扔进一个不认真玩就会现实断氧的游戏”,模拟求生—装备熟练—地表实战,规则压迫、装备推进、系统冷酷、废土训练营,看人被迫学会废土生存,活到能上地表，本身就是升级,未知,它最能借的，是**把教程关写成生死关**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,间客,猫腻,起点中文网,废星少年卷入联邦大局｜起点书页把开端说得很准——许乐来自荒凉半废弃星球，带着奇怪知识进入更大世界；文汇报把它列到“中国网络文学 20 年 20 部优秀作品”第一，猫腻自己又在后记里承认它骨子里是“个人英雄主义武侠小说”。这三点一叠，它就成了“写实感科幻政治卷入”的典型样本。,,survey_not_ledger,deep_research,non_authoritative,是,“废星少年进入中心世界”,具体事件层层往上钉，最后被宏大结构固定,写实科幻、道德英雄、体制卷入、个人选择,看一个有道德感的小人物如何在大局中不被磨平,信念的坚持比开挂更值钱,未知,《间客》的厉害，不在爆设定，而在**把未来科幻写出近现实政治小说的质感**,,2026-07-19T05:21:16+08:00
p2_w06_deep10.md,ST-002,p2_w06,希灵帝国,远瞳,起点中文网／QQ 阅读,吐槽日常包宇宙级帝国｜作者自己就在简介里写“不是帝国争霸，不是异界风云，更不是升级练功”，而是“硬科幻救世文”外壳下的“欢乐无节操救世日常”；光明网评论又点名《希灵帝国》的吐槽欲极强，所以它常被当成“日常喜剧承载宇宙级世界观”的母型。,,survey_not_ledger,deep_research,non_authoritative,是,“混吃等死的伪宅忽然成了帝国元首”,角色收束式日常—设定膨胀—宇宙级任务,吐槽、亲缘感、设定爆量、反差式宏大,看一个像喜剧的故事，最后扛起超级宇宙,前面越像家常，后面越显帝国,未知,这书最能借的其实就一件事：**怎么让宇宙级设定先以生活感进入读者脑子**,,2026-07-19T05:21:16+08:00
