source_report,track,list_section,title,author,one_liner,platform,a_heat,b_prototype,skeleton_fingerprint,evidence,ingested_at
p1_batch02_hotlist.md,ST-002,candidate,宠魅,乱,世界观/成长表/爽点机制,起点,中,高,契约魂宠＋多宠对战进阶,起点官方页直接把《宠魅》定在“宠物养成/战斗”；推荐回答又明说它是“宠物流的经典开山鼻祖”，而且把后续御兽书单基本都往这条线上收。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,修真世界,方想,世界观/生产体系/成长表,纵横,中,中,灵植工坊＋修真生产队,书目信息能核到它是方想转到纵横后的代表作，左莫从灵植夫一路做大；更重要的是，后来直接出现了带“修真世界”前缀的相近作品名，说明这套“生产型修真”在读者认知里很适合继续拆。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,恶魔法则,跳舞,世界观/成长表/爽点机制,起点,高,中,废物贵族＋卖魂换权能,起点书页能核到它的核心设定是“废物/白痴贵族＋恶魔交易”；中国作协相关访谈里，跳舞也把《恶魔法则》说成自己年轻时世界观的集中表达。它很火，也很能代表一类早期西幻升级文，但我没查到足够稳的“恶魔法则流”盘点。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,亵渎,烟雨江南,世界观/势力/反英雄调性,早期网文/出版流通,中,中,反英雄乱世西幻权术,公开简介把它写得很明白：破落贵族小人物在乱世、教会、贵族与力量体系间上爬；知乎评价里也反复提它的世界框架和价值观表达。但“后人照着这套骨架写”的公开证据不算密，所以 B 给中。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,杜拉拉升职记,李可,成长表/职场势力/叙事装置,出版,高,高,白领升级表＋外企生存术,无论是作品介绍还是后续传播，都一直把它叫成“中国白领必读的职场修炼小说”；它不是靠世界观出名，而是把“升职—汇报—内耗—晋升”写成了一套可复制的职场叙事模版。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,我真是大明星,尝谕,开局情境/爽点机制/叙事装置,起点/创世,高,中,文娱抄书＋节目打脸登顶,作品介绍能核到“平行世界里没有那些综艺、歌曲、影视作品”；它后来又因为内容争议被反复讨论，知乎也把它写成作者地位跃升的核心作品。它像模板，但公开“仿作链”我这轮没摸到很硬的盘点。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,重生之神级败家子,辰机唐红豆,爽点机制/开局外挂/财富装置,起点,高,中,败家任务＋花钱反赚位格,起点书页把它的核心爽点写得很直白：“我必须得败家”；这本和后来的“神豪/败家/返利”方向显然有血缘关系，但我没查到足够清楚的公开祖谱，所以 B 先给中。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,上门龙婿,叶公子,开局情境/爽点机制/身份反转,QQ阅读/七猫,高,高,窝囊女婿＋隐藏顶门身份,QQ 阅读与七猫页面都把它的核心卖点写成“人人看不起的上门女婿，其实是顶级家族大少爷”；再叠加行业研报里赘婿题材在移动端男频热销榜的高占比，这套“受辱—忍耐—亮身份”骨架已经是成熟公共模板。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,黄金瞳,打眼,开局外挂/行业场景/爽点机制,起点,高,中,眼异变＋鉴宝捡漏升咖,起点书页和中国作家网简介都把它写成“典当行小职员＋眼睛异变＋古玩鉴宝”；它明显坐在都市鉴宝爽文的源头线上，但公开“黄金瞳流”盘点证据不够密，所以 B 不上高。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,天才相师,打眼,开局传承/行业场景/爽点机制,起点,高,中,相术入世＋鉴藏交际圈,起点书页点明它是“少年叶天偶得相师传承”；早期书评又把它叫成“时下最火”。这条线后来很容易长成“相师/风水/掌眼”都市混合流，但我没有查到稳定仿作系谱，B 先给中。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,穿成男主白月光[快穿],盛夏的小扇,叙事装置/爽点机制/情感结构,晋江,高,高,白月光任务＋离场后余震,晋江页面能核到它一上来就是“系统＋快穿＋穿书＋白月光”；更关键的是，晋江“白月光”作品页直接能看到大量同题路数，说明“去做男主生命里那个会离开的白月光”已经从单一梗长成了可复用装置。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,穿书后我嫁给了残疾暴君,沐沐良辰,开局情境/情感结构/爽点机制,晋江,高,中,穿书婚配＋残缺反派救赎,晋江书页把它写得很明白：女配、穿书、甜文，且核心关系就是“嫁给残缺暴君”；这条线后来大量长成“反派救赎/残疾夫君/先婚后爱”组合，但我这轮查到的更多是同类推荐，不够把 B 拉高。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,洗铅华,七月荔,叙事装置/开局情境/情感结构,知乎盐言,高,高,恶毒女配觉醒＋先改命后还债,知乎与媒体稿都能核到它从 2019 年在问题回答里连载，后来成了知乎早期头部盐言故事之一；而“如果穿成虐文女配该怎么办”这句母题，本身就成了后来无数短篇/穿书古言的公共入口。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,凤囚凰,天衣有风,开局情境/世界观/情感结构,起点,高,中,公主壳穿越＋南朝权欲美男局,起点与微信读书都能核到《凤囚凰》是楚玉穿到山阴公主壳里开局；它极强地定义了“公主府＋历史穿壳＋美强惨男主”的吸引力，但公开仿作链没我预想中密。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,首辅娇娘,偏方方,爽点机制/成长表/家庭装置,起点,高,中,农家错抱女＋养娃养首辅,起点书页与问答页都把它写成“侯府千金错抱成农家女，意外嫁未来首辅”的框架；这条线很好借，尤其适合延展成“农家/养崽/权臣养成”复合型古言，但公开祖型盘点不够强。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,农家小福女,郁雨竹,成长表/种田经营/家庭势力,起点,高,中,农家幼女＋系统积分长线成长,起点与微信读书都能核到它是农家幼女开局，而且前段就有积分装置；这本更像女频长线种田成长模版，不是一锤子强设定，但很适合后续作者拆成“农家幼崽—家业变现—科举/行医/经商”链。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,何以笙箫默,顾漫,情感结构/叙事装置,晋江,高,中,久别重逢＋不愿将就,顾漫词条能核到她正是靠《何以笙箫默》成名；中国作家网评论也把它视作“成功的校园言情小说”，其最可借的不是世界观，而是“少年情感欠账—成年重逢补账”的叙事装置。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,微微一笑很倾城,顾漫,叙事装置/爽点机制/双线结构,晋江,高,中,网游马甲恋爱＋现实大神奔现,晋江页面明确标了“网游”，顾漫词条也能核到她再度靠它拿到年度最佳作者。它后来影响了大量“线上先恋/线下大神奔现”套路，但我没查到足够系统的仿作盘点，因此 B 先给中。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,地狱电影院,黑色火种,叙事装置/规则/成长资源,起点,高,高,扮演恐怖片角色赚赎死券,起点书页把它写成“捡到海报后被投入真实恐怖片内扮演角色”；更关键的是，推书文直接把《魔鬼公寓》称为《地狱电影院》的“plus 升级版”，等于公开承认这套装置已被后作拿来再加工。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,恐怖广播,纯洁滴小龙,叙事装置/规则/群体组织,起点,高,中,广播点名＋听众任务生存,多个页面能核到它的标志性开场就是“欢迎收听恐怖广播”；再结合作者作品谱系，可以明显看出这本把“灵异任务＋现代场景”的接口打通了，但公开仿作盘点不如《电影院》那条明显。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,欢迎来到噩梦游戏,薄暮冰轮,世界观/副本设计/叙事装置,晋江,高,高,黄昏之乡＋女频无限流副本,晋江页面能核到它是“无限流/恐怖游戏”；评论文更直接说它写在“女频无限流刚刚兴起时”，而且直到今天还是“几乎所有推荐女频无限流书单都会收录”的作品，这已经足够把 B 拉高。 强,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,candidate,噩梦惊袭,温柔劝睡师,开局情境/规则/副本推进,起点,高,中,陌生门出现＋噩梦副本拉人,起点官方页能核到它就是“睡醒后家中出现陌生门”的噩梦副本开局；后续讨论也把它视作长期在榜的悬疑灵异作品，但我没查到特别稳的“惊袭式”仿作盘点。 中,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,庆余年,猫腻,世界观/势力/身世谜局,起点,高,低,旧世界废墟上重开权谋局,起点书页和媒体报道都能证明它是猫腻成名作、热度极高，但我这轮没查到稳定“庆余年流”盘点，所以放仅爆款。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,将夜,猫腻,世界观/修行秩序/书院势力,起点,高,低,昊天规则＋书院修行长线,起点和相关评论都能核到《将夜》很强，也有奖项与高位 IP 价值记录，但公开“将夜式”仿作链我没摸到。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,仙逆,耳根,成长表/心境线/强者路,起点,高,低,顺为凡逆则仙的求道线,起点和耳根词条都说明《仙逆》是作者的代表作与成名作；可它和传统凡人修仙线的边界并不总能分得很清，所以这轮不把它抬成新祖型。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,雪中悍刀行,烽火戏诸侯,群像/庙堂江湖双线/名场面,纵横,高,低,北凉世子游历后反入局,作者简介页把《雪中》列在烽火的核心代表作之列，热度没问题；但我这轮没查到稳定“雪中式江湖群像”仿作盘点。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,陈二狗的妖孽人生,烽火戏诸侯,爽点机制/草根逆袭/都市势力,起点—后转纵横,高,低,东北底层刁民一路爬京圈,中国作协载文和作者相关资料都把它当烽火的都市代表作，但这种“草根逆袭都市狠人”更像广义流行气质，不够证明它是单本祖型。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,很纯很暧昧,鱼人二代,开局外挂/校园后宫/都市异能,起点系,高,低,透视外挂＋校花后宫升级,QQ 阅读与相关书单页都能核到它是鱼人二代的都市代表作，“校花/贴身高手流派引领者”的说法很强，但这条线更像作者系流派，不够让我单独把这一本抬高到 B 中。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,校花的贴身高手,鱼人二代,开局情境/爽点机制/校园都市接口,起点系,高,低,贴身高手进校园保护校花,我能核到的公开说法更多是“鱼人二代引领了校花/贴身高手流派”，但缺少这一本单独作为祖型的清晰盘点，所以只进爆款表。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,我的26岁女房客,超级大坦克科比,叙事口气/情绪结构/都市文青感,17K,高,低,合租日常＋都市情感自白,17K 书页和作者页都能核到这是科比最有代表性的都市情感作品之一；但“房客式”更多是情绪气质被学，不是稳定骨架祖型。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,女总裁的上门女婿,一起成功,开局情境/爽点机制,都市分发平台,高,低,窝囊女婿＋神医武道反杀,公开检索能核到它持续高位流通，也属于移动端赘婿题材大热样本；但我没摸到足够清楚、能把它和《上门龙婿》这类分开认祖的公开证据。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,完美人生,刀一耕,开局情境/事业成长/文娱重生,起点,高,低,重生文娱全才慢热创业线,起点书页和相关讨论都能核到它是刀一耕靠文娱重生文站住的位置，但我没查到稳定“完美人生式”后续盘点。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,亏成首富从游戏开始,青衫取醉,叙事装置/爽点机制/公司经营,起点,高,低,反盈利系统＋公司流反向操作,起点与维基条目都能核到这本极火，也把“亏钱才赚”的反向机制写得很清楚；但我这轮更容易查到它的热度，没查到足够稳的“亏成流”祖谱。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,玩家凶猛,黑灯夏火,世界观/副本/玩家身份,起点,高,低,诸天真实游戏＋玩家对撞,起点书页能核到它是诸天无限系热作；但在“谁是祖型”这件事上，它更像成熟赛道里的强爆款，不像被后人统一认祖的一本。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,杉杉来吃,顾漫,情感结构/爽点机制/总裁轻喜感,晋江,高,低,呆萌社畜＋总裁轻甜日常,晋江页面和顾漫作品页都能核到它是代表作；但我只查到了它的经典性，没查到特别硬的“杉杉式小甜文”公开祖谱。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,东宫,匪我思存,情感结构/叙事反转/虐点设计,出版,高,低,和亲太子妃＋失忆补刀,匪我思存作者页把《东宫》列在核心代表作序列，文本简介也能核到和亲太子妃＋忘川重忆的巨大虐点；但公开“东宫式”仿作链这轮不够硬。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,纨绔世子妃,西子情,情感结构/爽点机制/世家权恋,潇湘系,高,低,纨绔世子＋强女主对飙,西子情作品页和活动报道都能核到《纨绔世子妃》是其头部代表作，但我更容易查到作者品牌和热度，没查到“世子妃流”稳定祖谱。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,盛世嫡妃,凤轻,开局情境/权谋婚配/女强王妃,七猫系流通,高,低,退婚嫡女＋残王强强联盟,七猫与文本简介都能核到它是“无才无貌嫡女＋残王赐婚”骨架，热度很高；但和大量嫡女/王妃文混在一起后，祖型证据就不够锐利了。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,我让反派痛哭流涕,初云之初,快穿/打脸/反派受罚装置,晋江,高,低,快穿打脸＋反派受罚回路,晋江页面和同类推荐里都能核到它是头部快穿爽文，但它和已排除的“打脸快穿”母骨架相邻太近，所以不抬 B。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,快穿之炮灰女配逆袭记,很是矫情,快穿/任务改命/爽点密度,起点,高,低,炮灰任务者长线逆袭,起点书页和搜索关联页能核到它极长线、影响面很大；但它和已排除的“炮灰快穿＋任务改命”母骨架高度贴脸，所以只能当爆款样本，不当新原型。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,全职法师,乱,世界观/成长表/现代法师校园,起点,高,低,现代都市法师＋学院进阶,作者主页把《全职法师》列在乱的头部作品序列里，热度毋庸置疑；但单就“后人最爱拆的骨架”来说，我没查到特别硬的公开祖谱。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,联盟之谁与争锋,乱,叙事装置/电竞成长/团队对抗,起点,高,低,MOBA 电竞爬梯队,乱的作者页能稳定核到这本在其代表作名单里；它对后来的 MOBA 电竞文显然重要，但公开模版链我这轮没查到足够硬。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,我欲封天,耳根,成长表/世界观/名号经营,起点,高,低,山海系修真＋名号升级,耳根词条把《我欲封天》列进其核心代表作群；但这更像耳根品牌体系的一环，不够把它单拎出来认成一个新母骨架。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,一念永恒,耳根,主角气质/爽点机制/反差喜感,起点,高,低,怕死主角＋长生修真反差,起点页面与耳根词条都能核到它是头部代表作；但我没有找到足够硬的“怕死修真流”公开后继链。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,明克街13号,纯洁滴小龙,世界观/叙事口气/都市奇谈,起点,高,低,圣职氛围＋都市奇谭长篇,作者作品页与作者作品列表都能核到它已进入纯洁滴小龙的头部作品阵列；不过它更像作者风格高峰，而不是已经被大量拆骨的公共模板。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,魔临,纯洁滴小龙,势力/穿越群像/乱世争霸,起点,高,低,乱世穿越＋魔头集团创业,作者作品列表能核到《魔临》是纯洁滴小龙的核心作品之一；但“魔临式”作为公开可见流派名义还不强。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,你是我的荣耀,顾漫,情感结构/行业包装/明星科技线,晋江/出版,高,低,明星×航天工程师再相逢,顾漫作品页能核到它已是其代表作之一，但我没查到稳定“荣耀式成熟女频甜文”盘点，所以只放爆款。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,来不及说我爱你,匪我思存,情感结构/乱世虐恋/权势男主,出版,高,低,军阀乱世＋强虐爱情线,匪我思存作者页把它列为代表作，热度毋庸置疑；但从“模板借用”角度，我没查到比热度更硬的公开证据。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,千山暮雪,匪我思存,情感结构/豪门虐恋/误会机制,出版,高,低,豪门虐恋＋长期误会消耗,同样属于匪我思存作者页列出的代表作，足够火，但不够证明别人主要是在拆它的骨架。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,寂寞空庭春欲晚,匪我思存,情感结构/宫廷虐恋/帝妃关系,出版,高,低,清宫虐恋＋帝王私情线,作者页能核到它处在匪我思存代表作序列里；但这条线更像“悲情古偶大母题”，不是清晰单本祖谱。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,京门风月,西子情,势力/婚配权谋/门阀结构,潇湘系,高,低,京门门阀＋强强婚恋权谋,西子情作品页和活动报道都能核到它是代表作；不过我这轮没查到公开“京门风月式”仿作链。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,妾本惊华,西子情,开局情境/女强逆袭/权恋纠葛,潇湘系,高,低,被弃女主＋翻身权恋局,公开活动稿能核到《妾本惊华》也是西子情的已签约代表作之一，但骨架借用证据不够明显。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,极品公子,烽火戏诸侯,爽点机制/都市权势/公子流,起点系,高,低,豪门公子＋都市权势布局,作者页能核到《极品公子》长期被视作烽火代表作之一；但我没查到足够硬的“公子流”公开祖谱，所以只放爆款。 弱,2026-07-18T14:03:06+08:00
p1_batch02_hotlist.md,ST-002,heat_only,牧龙师,乱,世界观/成长表/御龙养成,起点,高,低,牧龙成长＋龙系对战,乱的作者页把《牧龙师》列在代表作群里，说明热度没有问题；可从“别人是不是照着它写”看，公开证据不够。 弱,2026-07-18T14:03:06+08:00
p1_batch03_hotlist.md,ST-002,candidate,大唐双龙传,黄易,世界观／成长表／势力,港台出版；起点正版电子,高,高,双男主草根卷入天下局,中国作协转载评论把《大唐双龙传》列进网络类型小说“基石和起点”，出版页又直接把它放在隋唐争霸大格局里讲。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,覆雨翻云,黄易,世界观／势力／爽点机制,港台出版；起点问答可核,中,中,权谋武侠接飞升尾巴,起点问答明确写它是黄易作品、以明初为背景，还是《破碎虚空》的后传；这类“历史权谋+武道飞升余韵”后来常被仙武文借接口。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,边荒传说,黄易,世界观／势力／群像装置,港台出版,中,中,缓冲地带群雄并起,维基与出版页都强调“边荒”是南北缓冲地带、三主角并进，卖点不是单线升级，而是边境灰区里的群像争霸。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,破碎虚空,黄易,爽点机制／叙事装置,港台出版；起点正版电子,中,高,武道极限直通飞升,起点搜索页直接写“你所熟悉的玄幻网文大神，都是从模仿黄易起步”；中国作协转载评论也把它列为类型“基石和起点”。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,卫斯理系列,倪匡,叙事装置／开局情境,港台出版；微信读书可核,高,中,都市奇案外壳套超自然,系列条目与微信读书都把《卫斯理系列》列为倪匡代表作，且强调单元独立又彼此勾连，这正是后续“都市奇案+超常事件”母型。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,凌渡宇系列,黄易,世界观／开局情境／叙事装置,港台出版,中,中,都市冒险接史前玄学,出版介绍把“凌渡宇系列”明说成每本可独立、又彼此相关，且“集科幻、玄学于一身”；这是后面不少都市探秘文的直系骨架。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,日月当空,黄易,势力／世界观／续承装置,起点曾连载；港台出版,中,中,大唐余脉转武周魔门局,维基与起点信息都明确它是黄易与起点合作连载、又是《大唐双龙传》后续链条上的作品，说明“旧世界观续承扩写”本身就是可借装置。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,黑暗血时代,天下飘火,世界观／开局情境／爽点机制,起点,中,高,太阳消失后黑暗末世,起点原页写“如果有一天，太阳消失了”，后面又能检索到《黑暗血时代：与楚同行》《穿进黑暗血时代》等致敬/穿书衍生。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,狩魔手记,烟雨江南,世界观／成长表,起点电子,中,中,核灾荒野人类异化求生,起点电子版简介把它定成“核爆后秩序瓦解、辐射变异、人类求存”，这套“废土+基因异化+冷硬求生”骨架后来被持续复用。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,冒牌大英雄,七十二编,成长表／爽点机制,起点,中,中,废柴机修兵逆袭机甲战场,起点原页把卖点压得很清楚：一个机械修理兵，靠研究、改装、奇思妙想往上打；这是典型“技术宅兵种升级流”。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,超神机械师,齐佩甲,世界观／成长表／爽点机制,起点,高,高,玩家视角倒灌NPC成长,起点原页明确是“骨灰代练被扔进游戏世界”，并且站内可见《超神机械师之武道通神》与同人、推荐页，借用痕迹非常直。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,希灵帝国,远瞳,世界观／势力／叙事装置,起点,中,高,吐槽日常包宇宙级帝国,原作长期完结后，起点还能直接检到《希灵帝国之不可燃垃圾回收局》《希灵帝国之误入崩坏3》等多部衍生。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,异常生物见闻录,远瞳,世界观／叙事装置,起点,高,高,房东写日报串起神怪宇宙,起点原页还在，站内又能直接搜到《异常生物见闻录之守卫者》《异常生物见闻录同人文》《穿越异常生物见闻录之郝仁助理》。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,学霸的黑科技系统,晨星LL,成长表／爽点机制,起点,高,高,学术任务驱动科技飞升,原作就是“系统+学术升级”，而起点可直接检到《学霸：我的黑科技系统》《学霸的黑科技霸权》《学霸的黑科技面板》等一串近亲。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,文化入侵异世界,姐姐的新娘,爽点机制／势力,起点,中,高,文娱输出反向征服异界,原作简介一句话就把机制亮出来——“巨龙搬着小板凳追剧”，后续又能检到《我一吟游诗人，文化入侵异世界？》《从卡牌开始，文化入侵异世界！》。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,小世界其乐无穷,听日,叙事装置／爽点机制,起点,中,高,游戏机投放现实超凡事件,起点原页直接写“小世界游戏机”“超凡者打破世界寂静”，站内还有《小世界其乐无穷乔木依同人》。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,第九特区,伪戒,世界观／势力,起点,高,中,灾变后黑区秩序重建,原页把它定成“灾变后资源匮乏、局势混乱”的特区秩序文，站内还能检到《第九特区之科技为王》《我在第九特区装病》这类借壳作品；但公开证据更像跟风，不到压倒性。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,废土崛起,通吃,开局情境／爽点机制,起点,中,中,开局一条狗拾荒成军,起点原页自己就把开局名场面打出来：“开局一条狗，装备全靠捡”；站内又有《从废土崛起横扫诸天》《废土崛起：从流放星火开始》。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,末日蟑螂,伟岸蟑螂,开局情境／成长表,起点,中,中,小人物熬成末世头领,起点原页把它写成“宅家小人物躲过首轮丧尸潮”，这类“底层幸存者慢慢拉队伍”的开局，在末世文里非常常见；但公开仿作证据我只看到弱。｜级别弱,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,我的末世基地车,黑暗荔枝,爽点机制／成长表,起点,中,高,基地车吞资源自进化,原作就是“交通工具改装进化”，后面站内检索一串《末世：我的基地车无限升级》《末世：我的基地车独自升级》《从破烂基地车开始》。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,黑铁之堡,醉虎,世界观／爽点机制,起点,中,中,黑铁时代蒸汽武力生存,起点原页把它定成“大灾变之后规则重写，黑铁时代来临，钢铁蒸汽武力成主轴”；类型指纹很清楚，但公开跟写链不算特别密。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,深海余烬,远瞳,世界观／开局情境,起点,高,中,幽灵船长穿雾进末日海,起点原页把“浓雾封锁一切、幽灵船长”直接打成识别度极高的开场，后面已有《深海余烬：我，旧日诊疗师》这类明显跟写，但还没形成大范围模板潮。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,星级猎人,陈词懒调,世界观／成长表,起点,中,中,轻冒险星际猎人团升级,起点原页与镜像页都把它定成“星际猎人轻松小冒险”，后续还能搜到多部直接挂着“星级猎人在线阅读/加入书架”的关联作品，但公开借用证据主要还是弱跟风。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,我们是冠军,林海听涛,成长表,起点,中,中,中国天才前锋职业线,起点原页直接点明“代表人物张俊足球生涯的故事”，它更像后来大量“国足/留洋成长线”的原型稿。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,冠军教父,林海听涛,叙事装置／势力／成长表,起点,高,高,教练视角改造弱旅夺冠,起点不止有原作《冠军教父》，还直接能检到《从谢菲尔德开始：冠军教父》《冠军教父：从执教骑士开始》，同名借壳非常明显。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,禁区之雄,林海听涛,爽点机制／成长表,起点,高,中,争议型巨星一路打脸,起点原页把主角写成“世界足坛争议性球员”，这种“高冲突、招黑、硬打脸”的球星路线后面常被借。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,禁区之狐,林海听涛,成长表／世界观,起点,高,中,当代足球长期生涯模拟,起点作者页把林海听涛直接写成“原创竞技小说第一人、足球竞技小说旗帜”，《禁区之狐》就是这条谱系里最成熟的一版。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,王者时刻,蝴蝶蓝,成长表／叙事装置,起点,高,中,退役天才带路人队冲线,起点原页把它定成“KPL退役选手+指导少年组队”，这个“半职业导师+民间队伍”的电竞写法很容易被漫改/短剧借。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,篮坛第一外挂,静悄悄地写,爽点机制／成长表,QQ阅读,中,中,NBA球员系统拉满外挂感,QQ阅读页直接把它落成“体育·篮球运动·完结”，简介就是一串高光球场操作；典型“数据流外挂球星文”。｜级别中,2026-07-18T14:26:46+08:00
